label wheel station sector db edb dai edai dphizsl2 edphizsl2 x_100011 ex_100011 phiy_100011 ephiy_100011 phiz_100011 ephiz_100011 y_010001 ey_010001 phiz_010001 ephiz_010001 phiy_000011 ephiy_000011 phiz_000011 ephiz_000011 x_100111 ex_100111 phix_100111 ephix_100111 phiy_100111 ephiy_100111 phiz_100111 ephiz_100111 y_010011 ey_010011 phiy_010011 ephiy_010011 phiz_010011 ephiz_010011 y_010111 ey_010111 phix_010111 ephix_010111 phiy_010111 ephiy_010111 phiz_010111 ephiz_010111
MB+1_1_11 1 1 11    -0.0050807 0.00569818  -0.142929 0.0837761   0.197704 0.0748169    0.602153 0.0367971  0.779032 0.345876  -0.0974814 0.0458186  -0.101024 0.0327281  0.100222 0.0591457    0.228834 0.0567882  -0.190596 0.0938432    0.6028 0.0368408  0.143474 0.343418  0.791048 0.347097  -0.109479 0.0539415    -0.10124 0.0327269  -0.251794 0.40671  -0.520902 0.252114    -0.110744 0.0328872  0.251559 0.0862272  -0.147187 0.408268  -0.458339 0.253013
MB+1_1_12 1 1 12    -0.00562122 0.00558766  -0.373165 0.086421   1.04493 0.074005    0.302999 0.0365109  1.91607 0.357878  -0.207014 0.0450237  -0.906978 0.0320317  0.837916 0.0587334    0.392286 0.0556421  -0.31024 0.0922051    0.304964 0.0365589  0.355597 0.340844  1.94515 0.35895  -0.23643 0.0531263    -0.906196 0.0320294  0.280417 0.404092  -0.145604 0.249976    -0.922534 0.032176  0.444013 0.0846769  0.458758 0.405462  -0.0366826 0.2508
MB+2_1_01 2 1 1    0.0181786 0.0138969  0.377156 0.209971   -1.72903 0.207407    -0.0383871 0.0899452  -0.518804 0.792538  -0.463306 0.116953  -1.53412 0.100847  -2.19234 0.171289    0.671747 0.26433  -0.128988 0.227246    -0.0177802 0.0905957  1.56677 0.82932  0.00439195 0.839493  -0.554418 0.126485    -1.54674 0.101471  -1.98032 1.30295  -3.91373 1.54428    -1.43552 0.107799  0.462484 0.15285  -0.931611 1.34762  -2.74094 1.59188
MB+2_1_02 2 1 2    0.00444449 0.0142369  0.179409 0.20066   -0.992044 0.198244    0.498638 0.0919814  -0.36081 0.748277  0.516912 0.115647  1.9043 0.0914421  -0.475132 0.161017    0.303209 0.260296  0.596843 0.228437    0.502297 0.0948348  0.122792 0.767697  -0.322184 0.786273  0.50513 0.137155    1.89678 0.0916314  1.29623 1.30695  1.44965 1.52667    2.14289 0.104428  0.728478 0.148488  0.659924 1.31272  0.766069 1.53225
MB+2_1_03 2 1 3    0.0102301 0.0115471  0.135593 0.172864   -0.956617 0.174567    1.3762 0.0733609  -0.805321 0.652343  0.26938 0.0939456  1.89683 0.0789296  -0.687237 0.147132    -0.459695 0.217588  0.45537 0.187741    1.38686 0.0741899  0.642161 0.666228  -0.664593 0.668475  0.215077 0.109548    1.89523 0.0789592  0.00485874 1.10614  0.271215 1.31674    2.08316 0.0841318  0.755226 0.117986  0.0915986 1.10543  0.402017 1.31597
MB+2_1_04 2 1 4    -0.00275 0.0101263  0.00264478 0.167992   -0.938298 0.164336    1.34275 0.0639736  -1.01142 0.64729  -0.195561 0.0833563  2.30688 0.0776547  -1.13386 0.141627    -0.93774 0.197975  -0.245864 0.165412    1.34615 0.064137  0.475897 0.640066  -0.937984 0.654811  -0.228203 0.0942134    2.30863 0.0777009  -0.365327 1.00241  -0.351484 1.22221    2.33879 0.0780033  0.4793 0.107168  0.400419 1.01653  0.556633 1.23853
MB+2_1_05 2 1 5    -0.00579947 0.032425  0.690149 0.485292   -3.22531 0.498169    1.3886 0.201027  -2.94774 1.82707  -0.323963 0.264365  0.0405513 0.225413  -3.54927 0.422237    0.120274 0.623016  -0.429469 0.527331    1.3789 0.201937  -1.00846 2.01891  -3.09881 1.85163  -0.230722 0.32344    0.0407429 0.22542  -2.17156 3.15979  -2.61408 3.82922    0.0379009 0.22869  -0.0216601 0.323834  -2.17205 3.15996  -2.61476 3.82941
MB+2_1_06 2 1 6    -0.00821993 0.00994765  -0.423888 0.159441   2.22488 0.156577    2.1809 0.0618709  1.49647 0.611379  -0.0155762 0.0814159  -1.41276 0.0721143  2.20931 0.133746    -0.121375 0.189496  -0.165325 0.161906    2.17756 0.0622537  -0.289177 0.60984  1.43108 0.62634  0.00661237 0.0938827    -1.42033 0.0721206  -2.69204 0.990064  -2.78807 1.1888    -1.33585 0.0750685  0.429755 0.106216  -2.09943 1.00066  -2.09786 1.20076
MB+2_1_07 2 1 7    -0.0108631 0.00954195  -0.326877 0.153709   0.81587 0.154926    3.07405 0.060607  0.865277 0.589359  -0.00438486 0.0789296  -1.11801 0.0709831  0.811485 0.133312    -0.279432 0.183549  -0.203043 0.155627    3.08573 0.0608898  1.21506 0.610287  1.13351 0.604586  -0.102838 0.0931393    -1.12362 0.0710642  -0.757486 0.974156  -1.13132 1.17382    -1.04932 0.0722218  0.576533 0.100987  -0.255011 0.977742  -0.572371 1.17744
MB+2_1_08 2 1 8    -0.00028346 0.00981856  -0.288509 0.158482   -0.352785 0.157659    1.76454 0.0609785  -0.454712 0.607794  0.136696 0.0795999  -0.416596 0.0721555  -0.21609 0.136089    -1.67599 0.189483  0.131521 0.160591    1.78097 0.0614336  1.34386 0.612343  -0.267289 0.613741  0.0340441 0.092324    -0.412582 0.0722417  -1.58849 1.00545  -1.57142 1.2096    -0.394266 0.0735926  0.13361 0.102416  -1.49605 1.00793  -1.45134 1.21307
MB+2_1_09 2 1 9    -0.00159809 0.010636  -0.34949 0.162215   1.19002 0.154838    1.6908 0.068324  0.768968 0.614963  -0.168424 0.0862269  -0.975345 0.0730567  1.0216 0.128607    -0.68211 0.201315  -0.197506 0.173288    1.69701 0.068792  0.474462 0.604258  0.867463 0.627888  -0.202989 0.0968425    -0.975926 0.0730587  -0.153721 0.960327  -0.0755719 1.14939    -0.901705 0.077334  0.31969 0.109266  0.201396 0.967858  0.341344 1.15805
MB+2_1_10 2 1 10    0.00500705 0.00958414  -0.39762 0.164286   1.72728 0.152957    1.59482 0.0587185  1.33064 0.638638  -0.0362643 0.0786194  -0.513615 0.0701855  1.69101 0.131206    -0.474603 0.184077  0.0548092 0.155591    1.58629 0.0589515  -0.980459 0.603625  1.10782 0.653106  0.0209209 0.0861553    -0.516234 0.0703075  0.7302 0.952222  0.974184 1.14432    -0.489991 0.0724612  0.153077 0.101958  1.12439 0.987787  1.43306 1.18446
MB+2_1_11 2 1 11    -0.00111895 0.0102847  -0.499169 0.158908   2.20306 0.158344    1.46898 0.0627554  1.61438 0.604198  0.0690452 0.0839851  -1.13956 0.0718307  2.27211 0.134236    -0.484463 0.195444  0.0487073 0.167005    1.48908 0.0633422  1.4579 0.623946  1.91882 0.618135  -0.0479557 0.0977535    -1.13692 0.0718311  -1.05918 1.02337  -0.903268 1.22278    -1.06834 0.0747192  0.355325 0.106617  -0.705357 1.02867  -0.475131 1.22928
MB+2_1_12 2 1 12    0.0026426 0.0100681  -0.361267 0.164568   2.06344 0.156805    0.851877 0.0613311  2.22329 0.633814  -0.159845 0.0822488  -0.174678 0.0712081  1.90359 0.133503    0.626255 0.192079  -0.111708 0.163921    0.854976 0.0615967  0.335164 0.616771  2.27754 0.641639  -0.183898 0.0934122    -0.174634 0.0711978  -1.20209 0.991599  -2.18029 1.18973    -0.0810057 0.073959  0.49442 0.106098  -0.360122 1.00767  -1.17993 1.20864
MB-2_2_01 -2 2 1    -0.0088731 0.0104647  -0.162831 0.188635   -0.356785 0.171876    0.607441 0.084016  -0.056049 0.739842  0.334793 0.105866  2.15931 0.0825404  -0.021992 0.135402    -0.547567 0.201397  0.141462 0.201942    0.616785 0.084461  0.908889 0.849351  0.0618233 0.747912  0.284212 0.115934    2.15946 0.0825322  -3.39028 1.19553  -3.38438 1.21323    2.22697 0.0839333  0.629111 0.143234  -3.99519 1.20318  -3.99249 1.22084
MB-2_2_02 -2 2 2    -0.017744 0.0106091  -0.203988 0.179825   -0.287482 0.159353    0.290777 0.0899086  -0.353762 0.698222  0.289173 0.106386  2.93527 0.0810963  0.00169159 0.11864    -0.820785 0.201373  -0.0954591 0.203883    0.29665 0.0900565  0.856095 0.739467  -0.301907 0.699679  0.251895 0.111165    2.93592 0.0810974  -1.50513 1.04695  -1.15825 1.0614    3.04317 0.0839095  0.714275 0.144046  -1.42863 1.04676  -1.07482 1.06122
MB-2_2_03 -2 2 3    0.00375175 0.0102755  0.0943127 0.184374   -1.19638 0.161046    0.0979485 0.0852851  -1.19003 0.723519  0.0916669 0.102838  1.88596 0.0813129  -1.10471 0.123936    -0.873343 0.195787  0.172539 0.196176    0.100007 0.0853473  0.52001 0.749968  -1.17047 0.724174  0.0733337 0.106232    1.8876 0.0813075  -4.2672 1.0879  -4.21682 1.10721    2.0071 0.083157  0.960226 0.141713  -3.75583 1.08995  -3.69302 1.10933
MB-2_2_04 -2 2 4    0.0374101 0.0100132  0.423224 0.170832   -0.702297 0.156292    0.0729433 0.0823327  -0.562374 0.663679  -0.244052 0.100564  1.09927 0.0801387  -0.946349 0.119641    0.392828 0.191667  0.565071 0.191805    0.0773133 0.0335155  0.725699 0.728826  -0.51376 0.337294  -0.267395 0.100248    1.09926 0.0801388  -0.507373 1.04953  -0.890675 1.06966    1.15548 0.0815565  0.512206 0.13854  -0.202293 1.05261  -0.581437 1.07275
MB-2_2_05 -2 2 5    -0.00936019 0.00985847  -0.439834 0.173205   2.23007 0.152785    0.357559 0.0826917  2.37761 0.676251  -0.418252 0.0984304  0.409717 0.0786444  1.81182 0.116854    0.717961 0.189907  -0.621234 0.189781    0.353299 0.0827362  -1.09019 0.711796  2.34268 0.676614  -0.383421 0.101021    0.410853 0.0786452  0.711303 1.02415  0.119398 1.04678    0.504298 0.0797112  0.956685 0.135495  1.13621 1.02501  0.559001 1.04765
MB-2_2_06 -2 2 6    -0.00115226 0.0098337  0.641192 0.174411   -1.82179 0.15312    -0.888595 0.082287  -1.79192 0.682602  -0.432899 0.0986054  -0.864208 0.0774375  -2.25469 0.117144    0.962603 0.188363  -0.457817 0.188412    -0.882033 0.0823462  1.47148 0.722456  -1.73993 0.683045  -0.48131 0.101422    -0.86438 0.0774465  -1.66571 1.02332  -2.12656 1.04419    -0.820529 0.0787451  0.409535 0.133431  -1.52329 1.02428  -1.97613 1.04524
MB-2_2_07 -2 2 7    0.0241572 0.00964778  0.166713 0.170056   -0.0870912 0.151747    -1.77838 0.0813058  -1.26097 0.664063  -0.113456 0.096742  1.76769 0.0783897  -0.200547 0.11691    -1.0991 0.186702  0.4115 0.185999    -1.77712 0.0813489  0.335098 0.708973  -1.24746 0.664643  -0.124796 0.0996739    1.76774 0.0783894  -1.76597 1.00833  -0.714868 1.03353    1.84447 0.0789502  1.03645 0.132399  -1.37108 1.00895  -0.311007 1.03416
MB-2_2_08 -2 2 8    0.0237811 0.00948001  -0.275748 0.166937   3.13507 0.147825    -0.0215559 0.0800922  3.63633 0.651952  -0.28247 0.0950859  2.37584 0.0760607  2.8526 0.113186    1.9245 0.183066  0.233929 0.182579    -0.025343 0.0801913  -0.630083 0.694227  3.6076 0.652646  -0.256145 0.0993839    2.38156 0.0760663  -0.0298492 0.986451  -0.875203 1.00941    2.45147 0.0766187  0.948742 0.129237  0.111861 0.986103  -0.711958 1.00911
MB-2_2_09 -2 2 9    0.0347716 0.0110562  -0.192651 0.186511   1.79026 0.166676    0.556857 0.0939526  1.95559 0.722891  -0.249509 0.111173  2.0705 0.084727  1.54075 0.124183    0.346055 0.210413  0.506788 0.213238    0.552053 0.0941779  -0.567958 0.769387  1.912 0.725293  -0.22499 0.116011    2.07295 0.0847468  0.528995 1.11229  0.111339 1.12138    2.17725 0.0881331  0.644942 0.150094  0.553449 1.11205  0.147357 1.12115
MB-2_2_10 -2 2 10    0.000185988 0.012921  0.0534061 0.21268   -0.956551 0.194258    0.584294 0.10444  -0.318599 0.819779  -0.138615 0.129699  -0.288021 0.0933184  -1.09517 0.144617    -0.0955929 0.244273  -0.134544 0.251363    0.578016 0.105053  -0.488087 0.884565  -0.394888 0.831198  -0.118478 0.134774    -0.287773 0.0933147  -2.4453 1.37411  -3.19067 1.36162    -0.175452 0.10367  0.442143 0.177895  -2.46517 1.37399  -3.2103 1.3615
MB-2_2_11 -2 2 11    -0.0360296 0.0131589  -0.749473 0.222602   3.0502 0.241576    1.22866 0.108485  3.53225 0.863456  -0.124876 0.132407  2.09687 0.140388  2.92533 0.202057    1.16376 0.248702  -0.910611 0.254597    1.21738 0.108578  -2.12066 0.890961  3.42721 0.864491  -0.0894972 0.133224    2.10025 0.0977954  -0.609921 1.33884  -1.17573 1.33358    2.19583 0.106185  0.421767 0.182611  -0.074408 1.35866  -0.641544 1.35338
MB-2_2_12 -2 2 12    0.00698724 0.0104493  0.347092 0.203061   -2.31325 0.168442    0.731822 0.0870209  -2.16676 0.806295  0.19515 0.104835  1.81254 0.08328  -2.1181 0.131843    -0.848327 0.200788  0.347375 0.202075    0.732115 0.0870489  0.11182 0.788828  -2.16122 0.807411  0.192714 0.106115    1.81324 0.0833234  -1.87259 1.15429  -1.82384 1.16193    1.88188 0.0856567  0.494388 0.143307  -1.25827 1.16776  -1.22194 1.17478
MB-1_2_01 -1 2 1    -0.00957167 0.00661825  -0.203847 0.122612   -0.250368 0.0958003    0.644503 0.0595342  -0.783271 0.512027  -0.153487 0.0662113  0.641597 0.0454852  -0.403856 0.0692369    -1.5416 0.0660582  -0.362314 0.128316    0.64493 0.0595478  0.169717 0.504588  -0.77765 0.512339  -0.159758 0.0687803    0.641273 0.0454857  -1.30682 0.563385  -0.670547 0.295176    0.600388 0.0458734  0.945213 0.14002  -1.1638 0.563611  -0.599631 0.295273
MB-1_2_02 -1 2 2    -0.0345812 0.00661929  -0.736566 0.117175   0.499503 0.0937258    0.284492 0.0602119  1.45022 0.488452  0.0613055 0.0661328  0.105629 0.0450923  0.560808 0.0664153    -1.28946 0.0657832  -0.692734 0.12829    0.28945 0.0602339  1.3973 0.490378  1.50953 0.488871  0.00365367 0.0691532    0.105022 0.0450874  -0.769094 0.540435  -0.566781 0.282496    0.0608781 0.045363  1.17776 0.13825  -0.691906 0.540248  -0.527711 0.282396
MB-1_2_03 -1 2 3    0.0170653 0.00861873  0.290953 0.124562   -0.629576 0.113842    -0.101478 0.0634419  -0.209184 0.5113  0.424589 0.0865389  1.43678 0.0498764  -0.204987 0.0739661    0.819916 0.0915567  0.796382 0.166641    -0.0980681 0.063464  1.24575 0.642224  -0.172021 0.511642  0.371857 0.0907173    1.43677 0.0498763  0.0732034 0.733774  -0.0494878 0.410798    1.40277 0.0499733  1.64212 0.174859  0.178203 0.733374  0.0098549 0.410575
MB-1_2_04 -1 2 4    0.000309483 0.00656953  0.215245 0.124715   -0.591434 0.0965885    -0.181451 0.0644711  -0.890671 0.521111  -0.255113 0.0653967  0.117515 0.048411  -0.846547 0.0710817    0.0217348 0.0668173  -0.248373 0.127249    -0.179893 0.0644708  1.19829 0.483183  -0.864533 0.521188  -0.303522 0.0682326    0.118608 0.0484073  1.00813 0.533589  0.138988 0.285923    0.0501475 0.0495393  0.902293 0.139739  1.07215 0.533514  0.169758 0.285873
MB-1_2_05 -1 2 5    0.0317604 0.00623925  0.101184 0.117121   0.251481 0.0903891    -0.710377 0.0564043  1.20122 0.489362  -0.190711 0.0622877  0.140051 0.0429051  0.0607697 0.0655014    1.26995 0.062156  0.501987 0.120986    -0.707161 0.0564118  1.39077 0.474137  1.24216 0.489525  -0.235212 0.0641092    0.139964 0.0429052  1.24588 0.525501  0.0834503 0.274298    0.11314 0.0432367  0.654367 0.131301  1.40782 0.526421  0.165296 0.274747
MB-1_2_06 -1 2 6    -0.0131775 0.00654411  0.26116 0.113558   -0.129713 0.0936684    -1.44985 0.0575463  0.0162208 0.472892  -0.197961 0.0653954  0.349366 0.0445544  -0.327674 0.0670613    1.27792 0.0655929  -0.485458 0.126917    -1.44854 0.0575563  0.560642 0.492863  0.0292775 0.473022  -0.219734 0.0681171    0.34917 0.0445537  0.946118 0.549214  0.149172 0.289557    0.334594 0.0450225  0.307777 0.136968  0.952233 0.549203  0.153076 0.289553
MB-1_2_07 -1 2 7    -0.0148961 0.00635587  -0.268616 0.115813   0.56228 0.0917597    -2.46495 0.0568282  1.1666 0.483302  -0.0200034 0.0632993  -0.322536 0.0436101  0.542276 0.0664307    0.193506 0.0634998  -0.345191 0.123471    -2.46548 0.0568385  -0.236198 0.481593  1.15936 0.483527  -0.0106498 0.0661082    -0.322916 0.0436085  -0.270715 0.537349  -0.189801 0.281638    -0.348586 0.0439663  0.610864 0.134126  -0.234236 0.537339  -0.172001 0.281628
MB-1_2_08 -1 2 8    -0.0102128 0.00637655  -0.150631 0.111985   0.453995 0.0912362    -0.848521 0.0561377  1.17978 0.466658  -0.218071 0.0640513  0.710115 0.0430108  0.235925 0.0649729    0.655547 0.063247  -0.440872 0.123488    -0.849213 0.056156  -0.239227 0.481672  1.17157 0.466959  -0.208697 0.0668019    0.70988 0.0430091  -0.224175 0.532766  -0.476388 0.277964    0.664489 0.0432108  1.40354 0.134468  -0.00972445 0.531473  -0.368121 0.277339
MB-1_2_09 -1 2 9    0.0168295 0.00693227  0.0101442 0.115762   0.468026 0.0968056    -0.279521 0.0612487  0.779425 0.481264  0.00331226 0.0690016  0.295297 0.0466171  0.471339 0.0678977    0.630716 0.0692508  0.369049 0.13392    -0.278779 0.0612674  0.227589 0.504358  0.788084 0.481586  -0.00661412 0.0724287    0.294967 0.0466155  -0.640933 0.557837  -0.258987 0.294762    0.26491 0.0470707  0.659426 0.144562  -0.607972 0.557799  -0.243257 0.294738
MB-1_2_10 -1 2 10    0.0310499 0.00677513  0.0153164 0.117608   0.35204 0.0960625    0.142974 0.0604523  0.944003 0.489884  0.0107797 0.0673868  0.704401 0.0458152  0.36282 0.0684619    0.656184 0.0673704  0.68508 0.130795    0.145019 0.0604654  0.820639 0.500904  0.954159 0.489918  -0.0246919 0.0707791    0.705968 0.0458217  -0.0933126 0.554532  -0.166416 0.291078    0.678759 0.0462148  0.632382 0.140422  -0.134373 0.554531  -0.181992 0.291059
MB-1_2_11 -1 2 11    0.0320143 0.00700588  -0.0374173 0.11924   0.369635 0.0988936    0.652061 0.0616192  0.968936 0.496213  -0.135772 0.0696313  0.298574 0.0474528  0.233863 0.0702241    0.445539 0.0698573  0.559717 0.135336    0.65458 0.0616327  0.974221 0.515743  0.991987 0.496353  -0.167308 0.0716053    0.29865 0.0474531  0.814812 0.57032  0.155075 0.299777    0.272672 0.0479031  0.574215 0.145911  0.926344 0.57096  0.214607 0.300124
MB-1_2_12 -1 2 12    0.00426186 0.00662656  -0.348918 0.124529   0.737855 0.0965692    1.01032 0.0584787  0.748339 0.520337  -0.136749 0.0659731  2.03446 0.0449465  0.601106 0.0705207    -0.785029 0.0658914  -0.0437272 0.128713    1.01131 0.0584935  0.398702 0.513106  0.764217 0.520785  -0.150341 0.0682381    2.03387 0.0449472  -0.0943296 0.574678  0.174512 0.299266    2.01591 0.0451909  0.527582 0.138729  -0.0166885 0.574987  0.211775 0.299398
MB+0_2_01 0 2 1    -0.0542187 0.0089798  -0.220218 0.144618   -0.427806 0.116159    0.909939 0.0815826  -0.712035 0.614956  0.100116 0.0864382  -0.0493968 0.0529683  -0.327691 0.0775968    -1.65156 0.023228  -1.09231 0.177572    0.916338 0.0818357  0.59475 0.598881  -0.611368 0.623233  0.0730398 0.0906397    -0.0500989 0.0530088  -0.925023 0.637161  -0.316135 0.0850195    0.18109 0.083749  -2.54191 0.712986  -1.01636 0.637586  -0.304668 0.0850673
MB+0_2_02 0 2 2    -0.0197459 0.00720287  -0.143734 0.117465   -0.175211 0.0952168    0.597955 0.0660228  -0.139002 0.499529  0.265015 0.0697834  -0.644921 0.04485  0.0898038 0.0647805    -0.750858 0.0179404  -0.171532 0.143138    0.599276 0.0660543  -0.331556 0.512645  -0.142109 0.499548  0.249178 0.0739564    -0.641931 0.0449295  0.442458 0.513899  0.0808498 0.0652635    -0.648138 0.0675127  0.0735243 0.597362  0.444324 0.514168  0.0810819 0.0652975
MB+0_2_03 0 2 3    0.0349471 0.00636394  -0.0767733 0.112413   -0.362522 0.0854809    0.606505 0.0552507  1.27603 0.478101  0.191926 0.0611225  -1.61581 0.0394621  -0.170596 0.0597581    0.950159 0.0155306  0.954199 0.12463    0.607737 0.055251  -1.16417 0.471744  1.33472 0.478685  0.167531 0.0619158    -1.61356 0.0394867  0.533859 0.466809  -0.166098 0.0598239    -1.62657 0.0579894  0.159993 0.521701  0.53387 0.466809  -0.165505 0.0598535
MB+0_2_04 0 2 4    -0.0454499 0.00617395  -0.170209 0.10266   0.0797882 0.0816631    -0.647836 0.0537136  -0.449407 0.436595  0.0389196 0.0592339  -1.53714 0.0373619  0.118708 0.0562156    -1.175 0.014944  -0.951142 0.120744    -0.648189 0.0537141  0.487447 0.44933  -0.457847 0.436661  0.0186189 0.0621172    -1.53775 0.037362  0.486324 0.447011  0.121068 0.0562253    -1.53679 0.0554744  -0.0119541 0.506647  0.486795 0.447123  0.121113 0.0562478
MB+0_2_05 0 2 5    -0.00441979 0.00607333  -0.0305538 0.105265   0.260272 0.0811446    -1.42561 0.0531778  0.386131 0.447689  -0.211273 0.058368  -0.451206 0.036858  0.0489991 0.0563703    0.255989 0.0148297  -0.30766 0.118894    -1.42546 0.0531779  -0.293371 0.451874  0.392354 0.447772  -0.200874 0.0604785    -0.450648 0.0368623  -0.0486781 0.446735  0.0483322 0.0563737    -0.468679 0.0548635  0.219595 0.49506  -0.0548936 0.446926  0.0476589 0.0564004
MB+0_2_06 0 2 6    0.0278572 0.00589445  0.0773566 0.10143   0.157686 0.0778948    3.21687 0.0523337  -0.0340487 0.43138  -0.0989117 0.0568181  0.168886 0.0357645  0.0587738 0.053285    0.295676 0.0142682  0.509343 0.115483    3.21684 0.052334  -0.0531124 0.427735  -0.0345967 0.431401  -0.100659 0.0584378    0.168658 0.0357651  -0.432455 0.42394  0.0578841 0.0532935    0.275954 0.0532304  -1.32924 0.488728  -0.428317 0.423926  0.0563468 0.0532945
MB+0_2_07 0 2 7    -0.0194191 0.00603457  -0.0149822 0.104917   -0.0909305 0.0801472    2.97229 0.0538312  -0.2212 0.446216  0.161099 0.0582526  -0.520899 0.0366681  0.0701687 0.0550473    -0.285653 0.0146854  -0.263462 0.118378    2.97219 0.0538318  -0.108435 0.441642  -0.221465 0.446215  0.156973 0.0606016    -0.521771 0.036667  1.13593 0.435679  0.0722328 0.0550482    -0.587494 0.0539578  0.806455 0.485788  1.13198 0.435679  0.0731957 0.0550504
MB+0_2_08 0 2 8    0.0293571 0.00574671  -0.0445045 0.100149   0.221639 0.0773846    -1.36965 0.0515512  1.76721 0.425929  -0.13745 0.0553673  0.480048 0.0359543  0.0841896 0.0540633    1.57701 0.0142551  0.503644 0.112621    -1.36966 0.0515495  0.953381 0.418521  1.76772 0.425915  -0.1765 0.0579615    0.479821 0.0359526  0.522831 0.418891  0.0854848 0.0540623    0.513385 0.0542534  -0.395019 0.47909  0.520387 0.418904  0.0860085 0.0540661
MB+0_2_09 0 2 9    -0.00375438 0.00648876  -0.0945532 0.104287   0.12518 0.0841488    -0.715074 0.0567828  1.06355 0.443511  -0.0562578 0.062536  0.192349 0.0386977  0.0689227 0.0563051    0.661337 0.0153185  -0.138231 0.127126    -0.715475 0.056793  -0.16794 0.456811  1.06008 0.443625  -0.0490992 0.0654813    0.192433 0.0386981  0.936836 0.457938  0.0697191 0.056386    0.2579 0.0571141  -0.848847 0.544787  0.93207 0.457945  0.0724701 0.0564125
MB+0_2_10 0 2 10    -0.036236 0.00661959  -0.221052 0.11378   0.2384 0.088202    0.956375 0.0590041  -0.228408 0.483893  -0.0477603 0.0634822  -1.50938 0.0407376  0.19064 0.061234    -1.17048 0.0163868  -0.842582 0.130585    0.955779 0.0590219  -0.186191 0.474271  -0.234023 0.484053  -0.0545379 0.0658062    -1.50895 0.0407405  -0.639417 0.479907  0.186561 0.0614186    -1.5291 0.061017  0.240689 0.542585  -0.640779 0.479915  0.187059 0.0614295
MB+0_2_11 0 2 11    -0.0230836 0.00676948  -0.0510375 0.121669   0.0211453 0.0910788    0.30408 0.0609096  -0.292635 0.517467  -0.122284 0.0652986  -0.988638 0.0421832  -0.101139 0.0634936    -0.510844 0.0168306  -0.627864 0.133113    0.304075 0.0609094  0.106744 0.497792  -0.298722 0.518335  -0.120433 0.0658486    -0.991951 0.0422776  0.282323 0.489923  -0.101274 0.0634931    -0.928692 0.0629957  -0.750655 0.553759  0.301109 0.49011  -0.102454 0.0634978
MB+0_2_12 0 2 12    -0.00263918 0.0063578  -0.408839 0.115623   0.0512461 0.0847233    0.771237 0.0571005  1.72722 0.491772  -0.0819922 0.0614431  0.86566 0.0385149  -0.0307461 0.0583333    -0.0125795 0.0153684  -0.139658 0.124589    0.771799 0.0571031  0.449841 0.468436  1.7451 0.492122  -0.0930709 0.0625208    0.863828 0.0385259  0.836526 0.465943  -0.0236711 0.0584492    0.921728 0.0568719  -0.722399 0.522021  0.815379 0.466185  -0.0206813 0.0584887
MB+1_2_01 1 2 1    0.037293 0.00688693  -0.140352 0.119248   -0.455126 0.0976331    0.762552 0.0601708  -0.878634 0.496769  0.155285 0.0685738  0.829817 0.0461694  -0.299841 0.0694971    -1.8997 0.0677327  0.965447 0.132973    0.758189 0.0601993  1.15733 0.512686  -0.925994 0.49719  0.205366 0.0720695    0.82981 0.0461694  -0.715753 0.57439  -0.217502 0.298212    0.808197 0.0463294  0.800583 0.146591  -0.713597 0.574274  -0.218298 0.298151
MB+1_2_02 1 2 2    -0.0117858 0.00713671  -0.332243 0.120158   -0.0677433 0.0999234    0.624524 0.0644583  0.351396 0.50008  0.144686 0.0714766  1.1035 0.0477501  0.0769428 0.0698268    -0.928565 0.0692018  -0.110673 0.137117    0.615118 0.0645446  1.42789 0.517387  0.277581 0.500767  0.220436 0.0765288    1.10218 0.0477583  -0.464798 0.570789  -0.331613 0.294135    1.09556 0.0478072  0.450437 0.151612  -0.36212 0.571796  -0.284923 0.294535
MB+1_2_03 1 2 3    -0.0320778 0.00699944  -0.232551 0.127061   0.0945846 0.100619    0.831195 0.0619795  0.187727 0.530062  0.0369414 0.0700042  1.79215 0.0482842  0.131526 0.0722752    -0.435655 0.0706414  -0.661387 0.135345    0.830227 0.0619828  0.699155 0.530039  0.157663 0.530525  0.0553272 0.0713835    1.79128 0.0483031  0.550479 0.583529  0.318463 0.309211    1.74942 0.0489609  0.769618 0.148164  0.115196 0.5894  0.104309 0.311883
MB+1_2_04 1 2 4    -0.0414846 0.00864672  -0.241744 0.126181   -0.15459 0.113807    1.48443 0.0639178  -0.0115943 0.518309  0.409333 0.0868941  1.74269 0.0494849  0.254744 0.0734944    -0.532132 0.0918841  -0.494705 0.167199    1.48418 0.0639326  0.103181 0.645611  -0.014237 0.51854  0.413403 0.0906463    1.74269 0.0494844  -0.810739 0.728221  -0.185294 0.407662    1.72089 0.0495995  1.05538 0.173212  -0.873839 0.728085  -0.220278 0.407585
MB+1_2_05 1 2 5    0.0346331 0.00689326  -0.0313099 0.117408   0.0914479 0.0963651    2.44785 0.0599619  -0.14747 0.488451  0.296229 0.0687287  1.90401 0.0456605  0.387677 0.0675469    -0.676265 0.0694627  1.05066 0.133507    2.44576 0.0599626  1.49937 0.511727  -0.178188 0.488534  0.349008 0.0710438    1.90414 0.0456611  -0.465218 0.56501  0.223826 0.299058    1.87327 0.0462486  0.592457 0.141718  -0.537618 0.565209  0.187459 0.299149
