label wheel station sector db edb dai edai dphizsl2 edphizsl2 x_100011 ex_100011 phiy_100011 ephiy_100011 phiz_100011 ephiz_100011 y_010001 ey_010001 phiz_010001 ephiz_010001 phiy_000011 ephiy_000011 phiz_000011 ephiz_000011 x_100111 ex_100111 phix_100111 ephix_100111 phiy_100111 ephiy_100111 phiz_100111 ephiz_100111 y_010011 ey_010011 phiy_010011 ephiy_010011 phiz_010011 ephiz_010011 y_010111 ey_010111 phix_010111 ephix_010111 phiy_010111 ephiy_010111 phiz_010111 ephiz_010111
MB+1_3_01 1 3 1    0.0314125 0.00855007  0.234626 0.151208   0.28178 0.130092    -0.341026 0.0911162  1.67017 0.630224  0.534651 0.101365  1.18337 0.0663099  0.816431 0.0815418    2.31271 0.086304  1.35615 0.199305    -0.339731 0.091122  0.886712 0.770095  1.68582 0.630361  0.509212 0.103744    1.18313 0.0663099  0.945476 0.809244  0.506379 0.355607    1.1531 0.0675188  0.579479 0.246615  1.04452 0.810284  0.54791 0.356018
MB+1_3_02 1 3 2    -0.0210315 0.00880712  0.262942 0.1557   -0.70524 0.165477    -0.0506743 0.0936757  -0.748164 0.64922  0.393482 0.103851  0.18425 0.0987943  -0.311758 0.128831    0.607849 0.0873634  -0.152828 0.203842    -0.044631 0.0936767  3.06233 0.787019  -0.689268 0.649319  0.316714 0.105695    0.184208 0.0681731  1.11813 0.826251  0.479704 0.360294    0.149984 0.0688379  0.913211 0.256109  1.28841 0.827538  0.551518 0.360817
MB+1_3_03 1 3 3    -0.0070708 0.00801395  -0.100816 0.14381   0.230966 0.125024    0.663428 0.0857141  -0.580565 0.599701  0.301334 0.0949487  1.25406 0.063885  0.5323 0.0813371    -0.929012 0.0807213  0.115545 0.187949    0.663691 0.0857221  0.132208 0.738213  -0.578895 0.599729  0.296053 0.0994157    1.25288 0.0638858  1.00513 0.793439  1.20646 0.347    1.21335 0.0646341  0.941727 0.23482  0.829023 0.794553  1.13486 0.347415
MB+1_3_04 1 3 4    0.00350752 0.0165841  -0.443648 0.264318   1.37209 0.281701    1.85242 0.132843  1.52339 1.09109  0.089287 0.197147  1.46994 0.160045  1.46138 0.201217    -0.407548 0.181985  0.181533 0.389054    1.85445 0.132851  2.57268 2.25056  1.49139 1.09142  0.250176 0.242201    1.46031 0.166182  -5.26411 1.60846  -1.66378 0.766442    1.38449 0.162601  1.71906 0.660562  -0.75723 2.36248  0.439752 1.11405
MB+1_3_05 1 3 5    -0.00888184 0.00786699  0.271131 0.141347   -0.521316 0.121546    3.03127 0.0852236  -1.52575 0.589459  0.196824 0.0934864  0.328992 0.0619252  -0.324492 0.0776767    -0.270819 0.0792301  -0.0363308 0.184143    3.03592 0.0852388  1.83885 0.72101  -1.49043 0.589597  0.119896 0.0982378    0.328474 0.0619255  -0.434535 0.756669  0.139798 0.33113    0.304324 0.0627221  0.548135 0.22687  -0.493243 0.757027  0.115736 0.331265
MB+1_3_06 1 3 6    -0.00574469 0.00749912  -0.0869152 0.1345   -0.148704 0.116116    4.06944 0.0814789  -0.437277 0.560814  0.24358 0.0893733  0.342262 0.0595137  0.0948754 0.0741301    -0.741522 0.0756612  0.0924292 0.17591    4.0726 0.0814925  1.34438 0.682104  -0.412456 0.560945  0.192843 0.0930162    0.342241 0.0595144  -0.385385 0.723131  0.116996 0.317019    0.309842 0.0602576  0.746383 0.218042  -0.3754 0.723079  0.122343 0.316997
MB+1_3_07 1 3 7    -0.00273605 0.00785919  -0.25292 0.137678   0.985254 0.119922    3.93453 0.0843305  1.38555 0.573545  0.0583266 0.0927908  0.140346 0.0617019  1.04358 0.0759678    0.340479 0.079096  -0.0136967 0.184908    3.93571 0.0843555  0.402886 0.700818  1.39752 0.573946  0.0459417 0.0952782    0.140194 0.0617024  0.898328 0.74226  0.837497 0.323008    0.123658 0.0623513  0.418386 0.227888  0.955763 0.742888  0.861315 0.323255
MB+1_3_08 1 3 8    -0.00891234 0.00757854  -0.302386 0.13684   0.870274 0.116473    3.24925 0.0829318  0.252108 0.570753  -0.176744 0.0897443  1.13026 0.0600933  0.69353 0.074243    -0.932884 0.0763246  -0.411226 0.178051    3.25127 0.0829484  0.82523 0.679193  0.266449 0.570869  -0.202206 0.0921526    1.13081 0.0600949  -0.563804 0.725145  0.347658 0.316237    1.10994 0.0607206  0.528994 0.220804  -0.539135 0.725189  0.359418 0.316262
MB+1_3_09 1 3 9    -0.000668603 0.00767359  -0.203212 0.136298   0.840052 0.117755    2.30161 0.0820352  0.388117 0.568125  -0.147406 0.0906596  -0.683391 0.0602502  0.692646 0.0751478    -0.469003 0.0774361  -0.164965 0.179979    2.30309 0.082048  0.696483 0.692015  0.403467 0.568327  -0.170652 0.093551    -0.683506 0.0602504  -0.00978302 0.736938  0.522862 0.323285    -0.716435 0.0609884  0.742485 0.220972  0.00104572 0.736846  0.527323 0.323242
MB+1_3_10 1 3 10    -0.0161931 0.00780436  -0.592771 0.143956   0.914832 0.141404    1.91782 0.0841198  2.4739 0.600964  0.402394 0.0923608  -0.254763 0.0987287  1.31723 0.107073    0.135835 0.0787207  -0.022037 0.182518    1.91813 0.0841223  0.278191 0.709961  2.47384 0.600963  0.394114 0.0947555    -0.25366 0.0616986  1.47937 0.754369  0.89241 0.331405    -0.263933 0.062523  0.228713 0.225383  1.51609 0.755222  0.909184 0.331811
MB+1_3_11 1 3 11    -0.00482907 0.00791235  -0.391823 0.139946   0.325379 0.121878    0.688502 0.0844385  1.17631 0.583201  0.295811 0.0936218  -1.93151 0.0623716  0.621189 0.0780328    -0.436045 0.0800127  0.169137 0.185237    0.68871 0.0844653  0.0521132 0.723219  1.17948 0.584468  0.293667 0.0981865    -1.93181 0.0624021  1.07684 0.769257  0.578549 0.33897    -1.97411 0.0633627  0.877701 0.228867  1.03958 0.769236  0.553525 0.338997
MB+1_3_12 1 3 12    -0.00840823 0.00769037  -0.198035 0.138141   0.324117 0.118663    -0.105829 0.082793  0.997597 0.576047  0.359974 0.0912525  -1.26661 0.0607298  0.68409 0.0758538    0.250843 0.0775799  0.138614 0.18073    -0.105646 0.0828149  0.0585493 0.696067  0.998943 0.576217  0.357893 0.094549    -1.26559 0.0607303  -0.453149 0.740623  0.0680245 0.32354    -1.30409 0.0614489  0.912594 0.223205  -0.401787 0.740643  0.0928643 0.32356
MB+2_3_01 2 3 1    -0.00184725 0.0114601  0.0662984 0.208722   -0.315039 0.186504    -0.882862 0.116398  0.988883 0.819304  0.313755 0.13722  -0.742999 0.106317  -0.00128367 0.126312    1.31296 0.223244  0.265122 0.268708    -0.880992 0.116507  0.382066 1.02771  1.00321 0.820227  0.30299 0.140243    -0.744195 0.100572  2.99696 1.33155  1.68432 1.12493    -0.67293 0.101358  1.13845 0.20594  3.3719 1.33281  2.00855 1.12607
MB+2_3_02 2 3 2    0.0042551 0.0118657  0.285766 0.219514   -1.28976 0.193892    -1.82986 0.123542  -0.826798 0.862932  0.0605842 0.142584  0.548832 0.106252  -1.22918 0.131393    0.292274 0.234092  0.173055 0.279352    -1.82654 0.12357  1.30008 1.07917  -0.828046 0.862916  0.0252702 0.145564    0.543859 0.106303  1.2158 1.37993  0.497108 1.17357    0.553927 0.106363  0.551308 0.211311  1.32686 1.38047  0.603462 1.17418
MB+2_3_03 2 3 3    0.00621826 0.0105792  -0.115602 0.193419   0.0536402 0.178783    -0.311503 0.108742  0.666308 0.759708  -0.129742 0.127157  1.12811 0.129704  -0.0761016 0.125676    0.0331395 0.20622  0.0336934 0.247277    -0.300091 0.108892  1.92505 0.973602  0.823799 0.763862  -0.206496 0.13295    1.13089 0.0959779  1.96427 1.27144  1.01668 1.07744    1.14981 0.0964294  0.38277 0.191084  1.83633 1.27301  0.90083 1.07897
MB+2_3_04 2 3 4    0.0078541 0.0105344  0.0771687 0.194248   0.108441 0.173639    1.54927 0.108816  -0.00728084 0.764004  0.464387 0.126614  1.66722 0.0943938  0.572828 0.118824    0.142573 0.205442  0.670543 0.245819    1.55854 0.108977  1.48262 0.958502  0.0999229 0.767111  0.411974 0.131065    1.66619 0.094404  -0.896108 1.23792  -0.176866 1.05053    1.72444 0.0948468  1.15046 0.18808  -0.818309 1.2375  -0.121435 1.05016
MB+2_3_05 2 3 5    0.00322483 0.010564  -0.21513 0.193124   1.18723 0.17456    2.64484 0.110211  0.946006 0.758415  0.452504 0.127026  1.42308 0.095459  1.63973 0.119731    -0.0428135 0.205912  0.537183 0.246602    2.64254 0.110413  -0.345167 0.954965  0.929179 0.759981  0.467755 0.133867    1.42474 0.0954768  -0.159841 1.24261  0.707211 1.05467    1.49955 0.0959891  1.36385 0.18966  -0.667421 1.24392  0.297189 1.05562
MB+2_3_06 2 3 6    -0.0149163 0.0102701  -0.508544 0.18543   2.06191 0.169997    3.48162 0.105527  1.19102 0.727256  0.168156 0.123247  0.310383 0.129282  2.23006 0.117087    -0.634814 0.198754  -0.223494 0.239843    3.47794 0.105692  -0.541116 0.911482  1.15534 0.729632  0.187691 0.127545    0.310021 0.0904224  -0.588776 1.18859  0.740322 1.00129    0.356174 0.0914206  0.629414 0.184513  -0.512885 1.18867  0.802734 1.00134
MB+2_3_07 2 3 7    -0.00246362 0.0101843  -0.113553 0.186315   0.188228 0.168009    4.10188 0.105693  -0.174996 0.732019  -0.0180622 0.122822  2.00354 0.0915094  0.170166 0.114637    -0.602248 0.198059  -0.0829434 0.238437    4.10224 0.105869  0.0315764 0.926416  -0.171588 0.735098  -0.0191948 0.127723    2.0031 0.0915172  -0.604843 1.20413  -0.19023 1.01617    2.01245 0.092123  0.162771 0.183752  -0.61929 1.20423  -0.203576 1.01627
MB+2_3_08 2 3 8    -0.0131942 0.0103299  0.040804 0.201089   -0.466368 0.171444    3.27052 0.108049  -1.55555 0.797825  0.0195008 0.124329  0.994474 0.116812  -0.446867 0.118048    -1.08232 0.201692  -0.327201 0.24129    3.27552 0.108081  1.69253 0.956397  -1.49635 0.798483  -0.0217629 0.126486    0.99453 0.092144  -1.17065 1.2217  -0.122427 1.03641    1.01568 0.0925147  0.464554 0.183218  -0.957962 1.2245  0.0548902 1.0387
MB+2_3_09 2 3 9    -0.00151656 0.010087  -0.245137 0.18437   1.30016 0.166407    2.45345 0.103794  0.852538 0.723992  0.175168 0.121025  1.32609 0.0911089  1.47532 0.114212    -0.156133 0.197014  0.135324 0.235762    2.44958 0.1039  -0.791681 0.912201  0.801885 0.7264  0.199111 0.124163    1.32404 0.0911239  -0.554912 1.18931  0.289658 1.00841    1.36628 0.0914992  0.901194 0.181678  -0.384704 1.18952  0.422689 1.00852
MB+2_3_10 2 3 10    0.00892397 0.0102108  0.336791 0.186608   -0.150964 0.167231    0.968387 0.103659  -0.847296 0.732705  -0.426292 0.121594  -0.169041 0.0911098  -0.577256 0.11481    0.383235 0.199873  -0.192198 0.23866    0.96428 0.103739  -0.909968 0.927535  -0.89225 0.734106  -0.39804 0.12498    -0.169304 0.0911121  -1.33322 1.20411  -0.987672 1.02355    -0.131173 0.0913952  0.930724 0.182381  -1.11517 1.20456  -0.807612 1.0239
MB+2_3_11 2 3 11    -0.012948 0.0102912  -0.209683 0.18859   1.23287 0.170509    0.246673 0.105588  1.40715 0.741006  -0.3229 0.124143  -0.35261 0.0924012  0.909967 0.116885    0.808807 0.200882  -0.663108 0.240221    0.246358 0.105687  -0.0723868 0.948048  1.40289 0.743409  -0.3203 0.129199    -0.356952 0.0924149  -1.43951 1.21681  -1.49513 1.03468    -0.3345 0.0926624  0.600169 0.184204  -1.41895 1.2167  -1.48515 1.03458
MB+2_3_12 2 3 12    0.0212208 0.0106295  -0.36422 0.19884   1.82552 0.177436    -0.112972 0.108121  2.23495 0.784155  0.0972252 0.12799  -0.69797 0.0958524  1.92274 0.122891    0.203505 0.206989  0.655214 0.248468    -0.118526 0.108259  -1.00222 0.989367  2.19198 0.785299  0.130504 0.132137    -0.695601 0.0958552  -0.458325 1.28711  -0.337085 1.08694    -0.646335 0.0963691  0.9282 0.191715  -0.270673 1.28737  -0.169939 1.08721
MB-2_4_01 -2 4 1    -0.00390818 0.00936532  -0.0807207 0.115639   0 0    0.578702 0.104516  0.0951824 0.40567  -0.239412 0.134413  0 0  0 0    -0.159511 0.179711  -0.359266 0.253816    0.582647 0.104687  0.587688 0.883668  0.115065 0.406792  -0.312944 0.174053    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_02 -2 4 2    -0.0324091 0.00929016  -0.0636281 0.114   0 0    -0.0393922 0.10352  0.0853899 0.399186  0.151407 0.133308  0 0  0 0    0.549889 0.177647  -0.841126 0.251349    -0.0465376 0.103692  -1.03751 0.87224  0.0468174 0.400494  0.285245 0.174434    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_03 -2 4 3    -0.00643598 0.00924311  0.371766 0.112988   0 0    -0.706106 0.102673  -0.801885 0.394665  0.20655 0.133344  0 0  0 0    0.926387 0.176829  0.00943386 0.249719    -0.710403 0.102845  -0.653119 0.880431  -0.824355 0.395859  0.291783 0.176006    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_04 -2 4 4    -0.0185794 0.0119148  -0.308215 0.147084   0 0    -1.99395 0.122765  -0.269583 0.518915  -0.33031 0.174925  0 0  0 0    -1.1589 0.221692  -0.899809 0.320595    -2.00248 0.12306  -1.64657 1.37106  -0.337939 0.520561  0.0329123 0.349093    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_05 -2 4 5    0.0156055 0.00918554  -0.103419 0.115487   0 0    -1.43108 0.100324  0.442505 0.408671  -0.324605 0.131299  0 0  0 0    -0.351849 0.1761  0.15297 0.248557    -1.4291 0.100482  -0.29559 0.883322  0.455034 0.410225  -0.361114 0.171572    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_06 -2 4 6    0.00502567 0.00900522  -0.319473 0.11141   0 0    -3.31272 0.0994361  1.94742 0.39143  -0.787169 0.129779  0 0  0 0    0.473783 0.172269  -0.633126 0.243608    -3.32363 0.0996107  1.57198 0.865269  1.87978 0.393161  -0.583775 0.171376    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_07 -2 4 7    0.0311891 0.0114068  -0.141715 0.138521   0 0    -4.31063 0.148308  0.293788 0.483318  -0.740764 0.165918  0 0  0 0    -1.01825 0.215918  0.214711 0.307544    -4.31868 0.148869  0.571168 0.911754  0.258825 0.486551  -0.672229 0.198741    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_08 -2 4 8    0.00874264 0.00920182  -0.248072 0.124796   0 0    -2.71974 0.101998  -0.374373 0.454735  -0.0768189 0.131077  0 0  0 0    -1.6286 0.17757  0.190887 0.249421    -2.71714 0.102169  -0.364041 0.912742  -0.356317 0.456822  -0.116652 0.16503    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_09 -2 4 9    0.0042699 0.0139249  -0.166529 0.747118   0 0    -1.30992 0.173032  1.07487 3.15132  -0.383637 0.191725  0 0  0 0    0.26951 0.277761  -0.25285 0.381002    -1.30895 0.173046  -1.05154 2.54634  1.10122 3.15187  -0.391639 0.192711    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_10 -2 4 10    0.0135233 0.0127165  -0.164619 0.202978   0 0    -0.129309 0.115482  1.26148 0.776217  0.0927996 0.174456  0 0  0 0    0.253919 0.245283  0.506132 0.347321    -0.128618 0.115688  0.182403 1.84549  1.27058 0.78145  0.0590595 0.381859    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_11 -2 4 11    -0.00472931 0.0141253  -2.06487 0.765158   0 0    1.93422 0.175542  7.21679 3.22804  0.607471 0.194608  0 0  0 0    -1.46288 0.28113  0.462696 0.38614    1.93477 0.175547  1.14674 2.56586  7.2267 3.22782  0.60316 0.194711    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_12 -2 4 12    -0.0031808 0.00953353  -0.0459241 0.127301   0 0    1.48421 0.105309  -0.337658 0.46098  -0.204258 0.135638  0 0  0 0    -0.460838 0.184556  -0.301669 0.258541    1.494 0.105418  1.90483 0.936988  -0.26712 0.462277  -0.411372 0.169642    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_13 -2 4 13    -0.0109485 0.0106556  0.00828749 0.1371   0 0    -0.13756 0.101691  0.656694 0.491715  -1.22591 0.154564  0 0  0 0    0.940626 0.200018  -1.56129 0.287497    -0.145901 0.101797  2.41933 1.36863  0.56537 0.494408  -0.709834 0.330337    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_14 -2 4 14    -0.000404707 0.012846  -0.430125 0.208714   0 0    2.23278 0.117139  1.58502 0.802134  -0.725238 0.178068  0 0  0 0    -0.236133 0.246422  -0.73759 0.349309    2.23223 0.117304  0.158608 1.90481  1.57554 0.808101  -0.695823 0.396273    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_01 -1 4 1    0.00318585 0.00816988  -0.00961913 0.0874262   0 0    0.0921562 0.0903789  0.356795 0.3507  -0.482753 0.11213  0 0  0 0    0.279504 0.0819703  -0.385273 0.223423    0.0940803 0.0904091  0.597892 0.729291  0.373284 0.351275  -0.555294 0.142825    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_02 -1 4 2    0.037638 0.00823093  -0.218868 0.0883784   0 0    -0.224756 0.0898979  0.268663 0.354714  -0.12118 0.112879  0 0  0 0    -1.09101 0.0827003  1.028 0.224533    -0.224793 0.08993  0.0456873 0.739942  0.268522 0.354828  -0.126399 0.142902    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_03 -1 4 3    -0.00340684 0.0122052  0.0473608 0.103233   0 0    -0.825404 0.107986  0.409669 0.391338  -0.413205 0.174937  0 0  0 0    0.652958 0.132116  -0.517576 0.330467    -0.831241 0.108319  0.762076 1.09726  0.40127 0.390528  -0.526133 0.23879    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_04 -1 4 4    -0.00385133 0.00949547  0.252646 0.109788   0 0    -2.44514 0.0902815  -0.0203983 0.444471  -0.650424 0.130628  0 0  0 0    1.09876 0.0943431  -0.768718 0.260766    -2.44653 0.090586  -0.408127 1.12641  -0.022135 0.443503  -0.563257 0.273866    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_05 -1 4 5    -0.00728372 0.00784392  -0.178048 0.0871352   0 0    -3.24184 0.0848346  0.336221 0.351134  -0.43401 0.106873  0 0  0 0    -0.338375 0.0786706  -0.657218 0.21531    -3.24353 0.0846151  0.82531 0.735572  0.333191 0.350287  -0.336158 0.137959    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_06 -1 4 6    -0.0111349 0.00776322  -0.23444 0.086861   0 0    -4.27046 0.085085  1.60023 0.350197  -0.2896 0.106094  0 0  0 0    0.729954 0.0781011  -0.631318 0.213318    -4.26823 0.085052  -1.1095 0.721556  1.59476 0.35039  -0.418749 0.13533    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_07 -1 4 7    0.0073761 0.00792709  0.152589 0.0886279   0 0    -5.33269 0.0867212  -1.64123 0.357362  0.0105338 0.10808  0 0  0 0    -1.07611 0.0796176  0.236814 0.217846    -5.33389 0.0866888  0.751307 0.734719  -1.6384 0.357354  0.0980919 0.13789    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_08 -1 4 8    0.00538561 0.00791845  0.200746 0.0999089   0 0    -3.18614 0.0873943  0.314695 0.407731  -0.284518 0.108077  0 0  0 0    1.10749 0.0796369  -0.119423 0.217351    -3.18714 0.0872233  0.821208 0.78369  0.325931 0.407105  -0.201538 0.13423    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_09 -1 4 9    -0.00829643 0.0113905  -0.812108 0.640915   0 0    -2.36434 0.148068  3.11258 2.72167  -0.445807 0.157253  0 0  0 0    -0.248787 0.117638  -0.700235 0.311917    -2.36353 0.148114  -1.54463 2.1105  3.13876 2.72171  -0.459565 0.158364    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_10 -1 4 10    0.0110896 0.0119836  -0.405452 0.168538   0 0    -1.50454 0.107033  1.92298 0.693567  -0.603458 0.161205  0 0  0 0    0.0712567 0.121082  -0.264272 0.329177    -1.50459 0.107032  1.22543 1.59644  1.94141 0.693971  -0.817736 0.322355    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_11 -1 4 11    0.000147122 0.0116309  -1.12282 0.658499   0 0    0.235986 0.150614  4.57233 2.79644  -0.245519 0.159851  0 0  0 0    -0.207281 0.119786  -0.241004 0.319136    0.236483 0.150611  -2.7308 2.14891  4.54418 2.79646  -0.241202 0.159884    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_12 -1 4 12    -0.0348406 0.00859488  -0.268446 0.0997466   0 0    0.645754 0.0922221  0.101645 0.403809  -0.25915 0.116912  0 0  0 0    -0.644097 0.0867638  -1.32634 0.235883    0.640003 0.0924052  -1.28019 0.833698  0.0835807 0.404037  -0.11264 0.150898    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_13 -1 4 13    -0.00446303 0.00951936  0.319272 0.108143   0 0    -1.59793 0.0875967  1.59222 0.437045  -0.211879 0.128526  0 0  0 0    3.00184 0.094445  -0.348787 0.262209    -1.59618 0.0878836  -0.550843 1.15061  1.59216 0.437443  -0.325452 0.269771    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_14 -1 4 14    -0.0433847 0.0112818  -0.162238 0.176361   0 0    -0.504577 0.102094  -0.773571 0.730707  -0.960299 0.151071  0 0  0 0    -0.971527 0.113491  -2.2858 0.309814    -0.506844 0.102208  1.74789 1.63575  -0.744841 0.729379  -0.647406 0.329586    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_01 0 4 1    0.00223533 0.00787393  0.410204 0.0781384   0 0    0.627053 0.0898977  -0.592991 0.331949  0.0124711 0.105391  0 0  0 0    1.15268 0.0191913  0.081278 0.218259    0.630058 0.0899582  -0.727396 0.70726  -0.594482 0.332043  0.116064 0.146228    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_02 0 4 2    -0.00728784 0.00886493  -0.487648 0.0880536   0 0    0.529205 0.101125  1.32984 0.374067  0.113016 0.118155  0 0  0 0    -0.745257 0.0217028  -0.112262 0.247248    0.559538 0.101452  -2.85849 0.778983  1.42965 0.375016  -0.286985 0.160751    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_03 0 4 3    -0.00870288 0.00806405  -0.0679192 0.0874451   0 0    1.67232 0.0867642  0.281093 0.371578  0.423131 0.1077  0 0  0 0    -0.00765408 0.0198235  0.15604 0.222822    1.67482 0.0867584  -2.73872 0.73021  0.441277 0.373994  0.13714 0.131903    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_04 0 4 4    -0.0229883 0.00981361  -0.8909 0.18752   0 0    -3.31848 0.0845085  3.75894 0.797596  -0.0376858 0.128305  0 0  0 0    -0.0328575 0.0239867  -0.741713 0.271783    -3.31916 0.0843925  1.06379 1.39639  3.76526 0.797589  -0.226758 0.279253    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_05 0 4 5    -0.00701251 0.00733503  -0.0964005 0.0754948   0 0    -4.06531 0.0804449  1.42046 0.320758  -0.163377 0.097891  0 0  0 0    1.01001 0.0178534  -0.378174 0.20223    -4.06534 0.0805996  0.133626 0.660113  1.42019 0.320785  -0.146431 0.128286    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_06 0 4 6    0.0061208 0.00725368  -0.222784 0.0762936   0 0    5.76351 0.0803105  -0.18663 0.324171  -0.0578211 0.0967008  0 0  0 0    -1.13455 0.0176947  0.129883 0.200327    5.76378 0.0800447  0.277319 0.643735  -0.18339 0.322377  -0.0919012 0.123907    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_07 0 4 7    -0.0186894 0.0072865  -0.239434 0.0779782   0 0    6.10303 0.0809146  1.27852 0.331346  0.1486 0.0972165  0 0  0 0    0.259458 0.0177699  -0.42499 0.201391    6.10308 0.0808538  0.247519 0.296148  1.27735 0.331314  0.118374 0.0565247    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_08 0 4 8    0.0245197 0.00739448  0.253819 0.0863522   0 0    -3.67506 0.0818527  1.08628 0.367009  -0.293252 0.0972687  0 0  0 0    2.16719 0.0181257  0.459252 0.205032    -3.67425 0.0818571  -0.563643 0.67578  1.0941 0.36713  -0.35491 0.122191    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_09 0 4 9    0.00641771 0.0133243  -2.36049 0.931328   0 0    -2.96901 0.264188  10.1762 3.96296  0.268088 0.18143  0 0  0 0    0.131702 0.0331726  0.465377 0.367234    -2.98543 0.264192  6.04688 1.98511  10.0172 3.96255  0.266852 0.181396    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_10 0 4 10    0.00100389 0.0110119  1.23645 0.160415   0 0    3.80502 0.102041  -5.59095 0.682082  -0.33031 0.142425  0 0  0 0    -0.329428 0.0269746  -0.299437 0.307237    3.81007 0.102078  2.48292 1.49445  -5.54218 0.682671  0.132135 0.312665    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_11 0 4 11    -0.00345774 0.0109374  0.247993 0.63314   0 0    0.406583 0.143683  -2.07142 2.69407  -0.217507 0.149806  0 0  0 0    -1.01633 0.0273179  -0.323888 0.301314    0.406778 0.143675  -4.0796 2.03648  -1.88083 2.6956  -0.223603 0.149828    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_12 0 4 12    0.0127478 0.00767655  -0.341595 0.0899593   0 0    0.618568 0.0852241  -0.11722 0.382339  -0.0501804 0.101757  0 0  0 0    -1.57028 0.0188893  0.340975 0.212435    0.618383 0.085272  -0.157381 0.70839  -0.1205 0.382443  -0.0337138 0.125857    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_13 0 4 13    -0.0143808 0.00896407  -0.353982 0.0977572   0 0    -4.02083 0.0844167  1.62272 0.415439  -0.177746 0.119752  0 0  0 0    0.116035 0.0213728  -0.618429 0.247217    -4.01977 0.0840797  1.0933 1.06172  1.61726 0.413977  0.0523912 0.253537    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_14 0 4 14    0.0563514 0.011965  -0.615 0.176336   0 0    2.20194 0.108827  4.13225 0.749786  -1.31288 0.154673  0 0  0 0    1.51935 0.0294625  0.424738 0.334957    2.20577 0.109033  -0.785071 1.69392  4.12509 0.744106  -1.16592 0.352766    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_01 1 4 1    0.00710005 0.00825945  -0.128968 0.0870159   0 0    -0.721074 0.0927075  0.496685 0.348568  0.535128 0.114067  0 0  0 0    -0.132793 0.0824612  0.752567 0.225765    -0.720276 0.0927242  -0.802433 0.752223  0.513724 0.349024  0.426066 0.153184    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_02 1 4 2    -0.0181694 0.00897293  -0.526199 0.093416   0 0    -0.279427 0.0968357  0.794405 0.373967  0.674858 0.122883  0 0  0 0    -1.2399 0.0890702  0.122515 0.243526    -0.280908 0.096854  0.536598 0.818354  0.788065 0.374057  0.745192 0.163132    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_03 1 4 3    -0.0147865 0.00868907  0.0401618 0.0949017   0 0    0.93294 0.0934801  -0.25086 0.381948  0.874513 0.118958  0 0  0 0    0.0875527 0.086663  0.422881 0.237242    0.930088 0.0935351  0.67557 0.786469  -0.254899 0.381972  0.944413 0.144203    0 0  0 0  0 0    0 0  0 0  0 0  0 0
