ch_phix ch_phiy ch_phiz ch_x ch_y ch_z sector sl1_phix sl1_phiy sl1_phiz sl1_x sl1_y sl1_z sl2_phix sl2_phiy sl2_phiz sl2_x sl2_y sl2_z sl3_phix sl3_phiy sl3_phiz sl3_x sl3_y sl3_z station wheel
-0.16927 -2.45888 0.21105 3.45337 9.36493 2.03186 13 -0.16927 -2.27820 0.21102 3.20877 9.38171 2.03125 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.20414 -2.26671 0.08687 3.69156 9.13025 1.29456 4 -1 
0.51042 -0.03042 -0.23518 6.48702 7.21802 6.16383 5 0.51042 -1.59508 -0.23598 6.48448 7.17712 6.16248 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.04128 -2.33393 -0.20732 6.52569 7.49451 2.70785 4 -1 
0.19857 0.04951 -0.90947 6.81456 10.42694 0.88483 6 0.19857 -2.31270 -0.90994 6.81992 10.44556 0.88652 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.09341 -3.21243 -0.85215 6.94520 10.72174 -1.25978 4 -1 
-0.01613 -0.00282 -0.30920 7.44080 6.69983 -2.54456 7 -0.01613 1.04458 -0.30921 7.44049 6.71417 -2.54456 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.01180 -1.27451 -0.37557 7.63206 6.59882 -4.36035 4 -1 
-0.65349 -1.69053 -0.38405 4.25283 1.56677 -1.88803 8 -0.65349 -1.02261 -0.38449 4.08418 1.64795 -1.95981 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.80658 -1.77322 -0.43079 4.61726 1.79840 -3.45653 4 -1 
-0.60472 -1.84727 0.61555 4.43225 5.89233 3.24048 9 -0.60472 -0.69441 0.61486 4.24851 5.95245 3.24011 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.61341 -0.32582 0.67971 4.55125 6.18622 1.88202 4 -1 
-0.47470 -0.24513 0.74740 5.49942 6.30249 3.65173 10 -0.47471 -6.10594 0.75019 5.47501 6.36536 3.65662 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.69877 -5.07710 0.67105 5.32059 6.85852 2.79541 4 -1 
-0.11422 0.25594 0.80699 5.17151 4.60358 6.25061 14 -0.11422 0.73581 0.80693 5.19699 4.59808 6.25610 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.13050 -0.93131 0.73519 5.17578 4.14154 5.50720 4 -1 
-0.33979 1.68654 0.23122 8.44360 3.09296 2.23766 11 -0.33979 3.56164 0.23058 8.61121 3.12683 2.23744 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.33594 3.32277 0.24363 8.20637 3.01910 0.78184 4 -1 
-0.20375 0.59124 0.45221 3.89577 2.19513 -5.28832 12 -0.20375 -3.48405 0.45304 3.95440 2.23450 -5.31297 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.20502 -3.07799 0.47932 3.42305 1.82892 -6.66986 4 -1 
0.12760 0.00462 0.68823 -0.93296 1.89733 -10.23773 1 0.12760 2.39088 0.68854 -0.93243 1.87133 -10.23773 0.04854 0.10354 0.68432 -2.14488 -1.04828 -11.66168 0.21560 2.74743 0.80163 -1.05190 2.12605 -11.98517 1 0 
0.24180 2.87198 0.15473 6.34343 1.78953 9.76461 5 0.24180 4.40361 0.15510 6.68099 1.75870 9.81004 -2.79138 0.33024 0.20345 -2.18891 6.21708 8.47734 0.27988 4.74590 0.19751 5.70741 1.84318 8.26381 1 0 
-0.58632 -3.71145 -0.14465 -1.56268 -0.18213 4.88468 9 -0.58632 -2.73611 -0.14522 -1.99878 -0.11086 4.82460 3.90175 -0.49283 -0.12276 0.10644 -1.56761 2.62973 -0.48987 -3.06651 -0.19178 -1.10519 -0.34405 2.17150 1 0 
-0.02661 3.48038 0.36008 6.91569 -1.68000 -1.47204 2 -0.02661 4.86914 0.36005 7.32460 -1.67096 -1.52843 -3.42595 -0.08314 0.53759 1.28526 6.89703 -2.64639 -0.07737 5.19898 0.48584 6.51917 -1.54061 -2.92269 1 0 
-0.00771 -2.29029 -0.05368 -7.87493 0.80493 1.86528 6 -0.00771 -2.16915 -0.05368 -8.14415 0.80500 1.90161 2.24315 -0.07326 0.03230 -0.86617 -7.50660 -0.59489 0.05368 -1.54362 -0.02827 -7.52512 1.14163 -0.83052 1 0 
0.28972 1.26860 -0.84070 -2.86343 1.51004 9.63226 10 0.28972 1.67807 -0.84058 -2.71442 1.46242 9.61182 -1.24163 0.36010 -0.73296 -1.63861 -3.02437 7.11060 0.39022 1.23167 -0.76369 -2.97115 1.39198 6.81549 1 0 
-0.44306 1.87160 0.27742 7.35363 -0.74743 8.48576 3 -0.44306 2.40281 0.27718 7.57359 -0.69087 8.45567 -1.79940 -0.52265 0.37992 0.58975 7.04709 7.46074 -0.47425 2.47063 0.37180 7.09062 -0.29003 7.06983 1 0 
-0.23044 -2.00357 -0.47838 -3.19721 -5.47740 -6.05011 7 -0.23044 -1.26303 -0.47855 -3.43266 -5.45786 -6.01837 2.08197 -0.21449 -0.43543 5.21398 -3.21285 -7.33704 -0.21144 -1.04384 -0.34132 -2.95807 -5.42662 -7.97119 1 0 
0.30482 -4.31351 0.41961 -4.87695 0.57327 4.22533 11 0.30482 -3.82382 0.41976 -5.38405 0.54396 4.29340 4.37437 0.33067 0.55210 -0.64047 -4.72164 2.42585 0.34978 -3.91331 0.44349 -4.42818 0.77375 2.09031 1 0 
0.17219 -0.22658 0.41723 -1.48304 3.84465 13.44238 4 0.17219 -1.41587 0.41702 -1.50967 3.81773 13.43872 0.29757 0.21807 0.52483 -3.98235 -1.30577 12.12250 0.18508 -1.53924 0.40677 -1.40335 3.80557 11.37329 1 0 
0.16277 -4.48916 -0.42741 -2.28297 13.56170 -4.84869 8 0.16277 -3.77483 -0.42729 -2.81019 13.54964 -4.92171 4.52180 0.17725 -0.40545 -13.33258 -2.13431 -6.00966 0.21097 -2.36807 -0.32863 -1.73267 13.48287 -6.35465 1 0 
0.13409 3.55023 0.55878 5.73105 1.32375 -6.48470 12 0.13409 4.60825 0.55892 6.14824 1.29929 -6.42849 -3.63697 0.24996 0.61681 -1.11783 5.36831 -8.82607 0.20030 4.33256 0.71162 5.36063 1.42460 -9.09445 1 0 
-0.44743 0.00336 0.30672 -1.70515 2.78253 -11.37634 1 -0.44743 -0.38656 0.30689 -1.70477 2.84553 -11.37665 0.17445 -0.30609 0.62085 -2.84493 -1.32832 -11.80054 -0.37730 -1.91850 0.44175 -2.00035 2.85945 -12.24304 2 0 
0.16324 2.23017 0.06321 6.82743 4.59830 9.04927 5 0.16324 -0.58290 0.06275 7.08947 4.58129 8.97304 -2.36769 0.09047 0.58252 -3.28016 7.17359 8.47024 0.08154 -0.32205 -0.00548 6.50728 3.11839 8.09132 2 0 
-0.58989 -3.51540 0.00730 0.00841 13.48950 2.93037 9 -0.58990 -7.11427 0.00943 -0.40479 13.55906 3.04913 3.56794 -0.49648 0.59599 -13.11548 0.35258 2.41056 -0.51543 -5.56231 -0.02345 0.18902 12.78809 2.07862 2 0 
-0.03390 3.47187 0.70253 6.38344 -1.22123 -3.59306 2 -0.03390 -0.05192 0.70265 6.79163 -1.24085 -3.47580 -3.22923 0.12720 0.37475 1.57516 5.59510 -4.39743 0.14363 0.03998 0.47467 5.03299 -1.31249 -4.71104 2 0 
-0.35396 -2.07602 0.27285 -7.86006 0.28250 0.56872 6 -0.35397 -5.57507 0.27408 -8.10358 0.31475 0.49789 2.12666 -0.60737 -0.21029 0.25891 -8.23972 0.09301 -0.57820 -3.90606 0.05678 -8.06227 -0.38580 -0.38332 2 0 
-0.15799 1.27279 -0.22632 -2.00186 2.87334 8.26202 10 -0.15799 0.88288 -0.22626 -1.85228 2.89956 8.30536 -1.35209 -0.09298 -0.37974 -2.45071 -2.72352 7.56775 0.00413 -0.44338 -0.23141 -2.26690 2.31726 6.99707 2 0 
-0.15302 2.98751 1.31183 6.85203 -1.84843 6.34072 3 -0.15302 0.18373 1.31226 7.20334 -1.87459 6.44200 -3.02558 -0.41438 1.06273 2.15018 6.11072 5.71226 -0.18025 0.01775 1.05595 5.74890 -2.04638 5.29919 2 0 
0.45025 -1.41956 0.38194 -3.55421 0.23263 -6.95251 7 0.45025 -1.73225 0.38180 -3.72097 0.16667 -7.00104 1.64461 0.42564 -0.08726 0.23951 -3.85191 -7.26624 0.41417 -2.97267 0.21607 -3.94297 -0.09326 -7.99927 2 0 
0.48371 -3.19317 0.46544 -4.43862 2.18442 3.01353 11 0.48371 -3.11526 0.46547 -4.81351 2.11158 2.90421 3.41354 0.29107 0.54360 -1.32381 -4.63633 2.33028 0.41224 -3.50915 0.42432 -4.03849 1.31393 2.01471 2 0 
-0.09295 -1.29935 -0.01523 0.12043 3.57125 11.64886 4 -0.09295 -1.66436 -0.01520 -0.03225 3.58166 11.69281 1.43277 0.16164 -0.22771 -1.08038 -0.40798 11.13464 0.02573 -0.95498 -0.00019 0.01562 1.71892 10.79895 2 0 
-0.25746 -3.95318 -0.06537 0.01875 15.34970 -5.99963 8 -0.25747 -7.08285 -0.06456 -0.44604 15.37776 -5.86625 3.97888 -0.22769 0.41395 -14.06588 0.78487 -6.38135 -0.16655 -6.30105 -0.17786 0.51479 14.28432 -6.94252 2 0 
-0.37653 3.45335 0.39715 5.89130 2.42329 -7.08392 12 -0.37653 0.82496 0.39814 6.29682 2.48120 -7.20218 -3.23705 -0.51324 0.77294 -1.43614 6.07839 -7.96400 -0.53956 0.57129 0.30250 5.36570 1.10091 -8.51607 2 0 
0.35004 0.00401 0.76265 -1.22759 1.33925 -11.05591 1 0.35004 -2.73466 0.76169 -1.22717 1.29298 -11.05591 0.06804 0.35134 0.65851 -1.34839 -1.39629 -11.67603 0.38177 -2.14118 0.79683 -1.20066 1.62940 -12.03064 3 0 
1.06832 2.08753 -0.38717 7.80883 4.78854 9.31570 5 1.06832 1.21982 -0.38809 8.01606 4.68797 9.34687 -2.19414 1.08089 -0.52968 -4.23825 7.32210 8.41833 1.04564 1.10991 -0.32532 7.39842 5.07603 8.51452 3 0 
-0.22625 -3.13571 0.50900 1.58337 1.60303 4.81367 9 -0.22625 -6.34164 0.50973 1.27118 1.61775 4.76663 3.08296 -0.20280 0.12118 -0.88436 2.03592 3.98467 -0.20229 -4.33890 0.24016 2.41123 0.85057 3.78201 3 0 
-0.50538 2.28235 1.28560 3.99678 -2.34398 -3.53151 2 -0.50538 0.05541 1.28673 4.22390 -2.27412 -3.56600 -2.09481 -0.52705 1.20250 2.34103 3.72466 -4.19605 -0.57129 0.77918 1.27952 3.72197 -1.84423 -4.49290 3 0 
-0.17600 -2.44440 -0.10641 -7.79795 11.39360 0.02261 6 -0.17601 -5.28964 -0.10591 -8.04133 11.40954 0.05882 2.54389 -0.27951 -0.26571 -10.43298 -7.89150 -0.60208 -0.25223 -4.95352 -0.20814 -7.57719 10.56106 -0.76874 3 0 
0.59753 0.72152 0.29883 -5.65001 0.08094 8.61877 10 0.59753 -0.07974 0.29835 -5.57819 0.02599 8.60779 -0.68945 0.58762 0.28844 -0.18411 -5.89212 7.69348 0.61318 -0.66632 0.35547 -5.88949 0.42615 7.61658 3 0 
-0.15613 3.19002 0.31518 3.88404 -1.71862 5.41632 3 -0.15613 1.94228 0.31537 4.20107 -1.69826 5.36789 -3.20196 -0.18155 0.27179 2.52094 3.53484 4.35921 -0.40056 3.19624 0.37575 3.46515 -1.96156 4.09568 3 0 
0.59865 -0.00346 -0.41002 -3.93435 -0.60011 -8.28857 7 0.59865 -2.39339 -0.41145 -3.93473 -0.66582 -8.28796 0.06732 0.45168 -0.59025 0.69942 -4.12626 -9.01794 0.44128 -1.60867 -0.35704 -4.08100 -0.70191 -9.40735 3 0 
0.25551 -2.00474 -0.17669 -7.30019 0.87397 2.80055 11 0.25552 -3.65357 -0.17711 -7.49969 0.84593 2.83055 2.06302 0.29264 -0.26179 -0.44247 -7.25924 1.79945 0.17931 -1.71810 -0.17525 -7.06038 0.94905 1.76203 3 0 
0.08104 -1.01822 0.42831 1.51930 4.05993 12.97607 4 0.08104 -1.39613 0.42828 1.41798 4.04540 12.96082 0.87449 0.11822 0.36428 -3.96830 1.59483 11.89026 0.03674 0.56039 0.44564 1.74692 4.22035 11.95923 3 0 
-0.34963 -2.97119 -0.10674 0.11746 0.92165 -4.13859 8 -0.34963 -3.96215 -0.10639 -0.17837 0.95807 -4.18345 2.93735 -0.45761 -0.21089 -0.59267 0.20713 -5.16858 -0.45312 -3.80995 -0.06779 0.41665 0.78432 -5.22682 3 0 
-0.32921 2.96166 0.39024 6.76778 -1.08527 -7.16038 12 -0.32921 1.40686 0.39075 7.06265 -1.05825 -7.11629 -2.97755 -0.40109 0.28242 1.84106 6.33778 -8.21490 -0.43025 0.59797 0.43357 6.32012 -1.52165 -8.12572 3 0 
0.04166 0.00309 0.73908 2.07108 0.87643 -10.45227 1 0.04166 -3.64964 0.73893 2.07138 0.90332 -10.45227 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.25248 -2.80372 0.70449 2.45544 0.27893 -12.83264 4 0 
-0.25141 1.69141 0.28795 1.13382 -2.43677 -5.16329 2 -0.25141 6.92587 0.28663 1.30236 -2.42380 -5.09206 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.40661 8.08262 0.29667 0.87374 -2.32619 -7.55463 4 0 
0.26649 3.03119 0.27273 1.12041 10.97880 2.39775 3 0.26649 0.55223 0.27207 1.42250 10.94091 2.52428 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.01988 -0.97403 0.30900 0.81761 11.13112 0.34619 4 0 
0.05323 -0.57298 -0.57933 4.66660 4.98560 7.73193 4 0.05323 -3.12018 -0.57947 4.60953 4.98034 7.73193 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.14223 -4.54436 -0.54093 4.70673 4.97188 6.93481 4 0 
-0.01960 -0.30995 -0.26484 4.32358 3.90207 10.34607 13 -0.01960 -0.00848 -0.26485 4.29276 3.90403 10.34607 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.03005 -0.70762 -0.24124 4.30695 4.53480 9.73206 4 0 
0.25469 1.04169 -0.32151 7.77016 3.96203 8.56207 5 0.25469 2.04064 -0.32125 7.87422 3.95016 8.60559 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.17537 2.08716 -0.30524 7.69608 4.03553 6.59905 4 0 
-0.46495 -1.44776 -0.77984 -8.46105 -0.29397 -0.61506 6 -0.46495 -1.49094 -0.77982 -8.60534 -0.28035 -0.55431 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.54334 -1.46528 -0.84495 -8.51917 -0.89795 -2.82692 4 0 
-0.83649 -0.00338 -0.55682 -4.73930 -1.38460 -6.28235 7 -0.83650 -4.98796 -0.55265 -4.73961 -1.32476 -6.28174 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.89565 -4.44985 -0.50084 -4.50394 -1.66023 -7.89246 4 0 
-0.15367 0.30346 -0.15734 0.86592 0.91950 -7.65057 8 -0.15367 -0.61938 -0.15720 0.89565 0.94139 -7.63814 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.34677 -2.27197 -0.11905 1.06285 1.06414 -9.74539 4 0 
-0.64369 -3.04657 -0.33167 2.36767 -2.71979 5.68301 9 -0.64368 -2.22128 -0.33220 2.06443 -2.65564 5.68272 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.44393 -2.61454 -0.30858 2.79315 -2.74492 3.99758 4 0 
-0.23253 0.83538 0.15103 -7.25677 3.54144 7.07275 10 -0.23253 -0.97308 0.15145 -7.17361 3.56142 7.09045 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.13890 -1.06414 0.06867 -7.35901 2.99762 5.83557 4 0 
0.50941 -4.59608 0.35554 -5.81802 -1.34609 4.55017 14 0.50943 -10.05915 0.35275 -6.27563 -1.38947 4.64539 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.34315 -7.56328 0.28343 -5.22263 -2.44450 3.51379 4 0 
0.51366 -1.24003 -0.34429 -8.13246 2.23592 2.91275 11 0.51366 -0.34429 -0.34383 -8.25575 2.18485 2.91205 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.52607 0.47723 -0.30290 -7.96528 2.22887 1.25721 4 0 
-0.12950 1.87035 -0.30834 6.88576 -1.39216 -5.90049 12 -0.12950 1.73639 -0.30832 7.07178 -1.39228 -5.97915 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.32706 2.18074 -0.26735 6.63456 -1.94732 -7.99774 4 0 
0.30982 0.00348 1.04019 -1.44672 3.27637 -6.32996 1 0.30982 -0.43271 1.04006 -1.44630 3.25653 -6.32996 0.13091 0.31399 1.06321 -3.71582 -1.41903 -7.63214 0.32580 -0.27370 1.05877 -1.37955 3.48816 -8.07343 1 1 
1.04131 3.47798 -0.41751 3.54494 4.34967 -3.22468 2 1.04131 2.96123 -0.41805 3.95346 4.22058 -3.28130 -3.25827 1.04344 -0.32781 -4.28925 3.21194 -4.76552 1.11581 3.89706 -0.41080 3.05465 4.10339 -5.09701 1 1 
-0.63920 1.73968 0.78339 4.53877 0.79254 3.50226 3 -0.63920 1.73741 0.78339 4.74313 0.88043 3.47413 -1.71589 -0.56779 0.82144 -0.28625 4.62099 1.95856 -0.55757 2.34771 0.85575 4.43795 0.51056 1.56737 1 1 
-0.31889 0.28427 0.19873 -0.31582 1.62262 8.04382 4 -0.31889 0.43151 0.19868 -0.28244 1.66321 8.03925 -0.19235 -0.28847 0.35095 -1.47186 -0.88753 5.66162 -0.28401 0.48646 0.34215 -0.94894 1.42670 5.32837 1 1 
-0.04561 -1.64103 0.60123 -4.44711 3.23700 5.05705 5 -0.04561 -1.31767 0.60121 -4.63995 3.25195 5.08314 1.85656 0.12997 0.71868 -3.44574 -4.32588 3.89157 0.06773 -1.15201 0.66788 -4.23195 3.32031 3.49510 1 1 
-0.18737 -0.97521 -0.34196 -4.21621 2.45911 0.70084 6 -0.18737 -1.64801 -0.34183 -4.33082 2.47559 0.71627 1.03820 -0.18889 -0.27597 -2.08893 -4.34060 -1.25533 -0.11812 -2.64348 -0.21193 -4.17365 2.35687 -1.66745 1 1 
0.19875 -0.00316 0.56541 -2.18849 4.82697 -4.22729 7 0.19875 0.13616 0.56543 -2.18884 4.81262 -4.22729 0.10908 0.16894 0.51263 -4.59106 -2.08321 -5.63812 0.24767 4.01277 0.59516 -2.03426 4.51813 -6.07178 1 1 
-0.28000 2.98209 0.11025 1.98593 2.19727 -0.34402 8 -0.28000 1.00859 0.11080 2.33624 2.23206 -0.39231 -3.04090 -0.28452 0.20193 -2.34497 1.77191 -2.06531 -0.29328 -1.80069 0.16030 1.88258 2.84576 -2.23046 1 1 
0.29151 1.92290 0.25798 -0.24415 2.47742 5.24881 9 0.29151 3.47613 0.25843 -0.01808 2.44720 5.21801 -1.84477 0.29519 0.34487 -2.43805 -0.45151 4.06751 0.30894 2.69373 0.39103 -0.45042 2.58270 3.61407 1 1 
0.42209 1.68646 0.38578 -4.08081 4.72870 6.61133 10 0.42209 1.71252 0.38579 -3.88268 4.68536 6.58417 -1.42524 0.43358 0.44152 -4.99390 -4.32076 5.74371 0.42506 1.02228 0.48810 -4.25819 5.02686 5.08392 1 1 
0.23195 -1.98896 0.02110 -7.56456 4.60449 2.79275 11 0.23195 -0.38069 0.02147 -7.79819 4.57764 2.82418 2.06407 0.26202 0.13475 -4.58984 -7.64569 1.75499 0.21751 -1.10137 0.16451 -7.34204 4.56512 1.33160 1 1 
0.61916 -1.55993 0.80741 -8.58513 5.09735 -5.24250 12 0.61916 0.44190 0.80865 -8.76849 5.03754 -5.21768 1.62833 0.59470 0.94335 -4.77753 -8.52672 -6.48808 0.57875 -0.42577 0.94409 -8.31160 4.89227 -6.67395 1 1 
0.26858 1.41781 0.35057 -2.16812 6.29608 -9.40247 1 0.26858 -0.68929 0.35000 -2.00150 6.25244 -9.35455 -1.13129 0.34223 1.27881 -7.56226 -0.83612 -10.00793 0.20122 1.54797 0.21684 -2.89038 6.25824 -10.42969 2 1 
-0.03250 2.78265 0.84474 3.57435 3.22052 -4.66447 2 -0.03250 0.51859 0.84481 3.90149 3.19611 -4.57038 -3.01966 -0.17492 0.82028 -2.34039 2.91400 -5.50312 -0.37372 0.97009 0.70252 3.03163 1.47949 -6.29891 2 1 
-0.54333 2.71186 0.34964 3.70851 2.37946 1.46239 3 -0.54333 1.53597 0.35028 4.02711 2.43164 1.55402 -2.71156 -0.31481 0.66448 -1.88660 3.60024 0.74507 -0.33703 1.42446 0.18507 3.32521 0.50598 0.26992 2 1 
-0.37598 0.82993 -0.48443 -0.13329 0.83923 5.08240 4 -0.37598 -0.10006 -0.48408 -0.03576 0.89996 5.11047 -0.58979 -0.41992 0.43230 -2.03278 -0.20012 4.68445 -0.19367 -0.76761 -0.12032 -0.43949 0.52917 4.12292 2 1 
-0.43752 -1.59984 -0.09810 -3.91023 2.44324 5.11013 5 -0.43752 -4.15640 -0.09698 -4.09823 2.49786 5.05550 1.16706 -0.50248 0.08764 -1.63452 -3.79675 4.17839 -0.54631 -1.88095 -0.16572 -3.79613 0.67413 3.75588 2 1 
-0.43738 -1.16078 -0.15646 -4.34422 4.19617 -0.29968 6 -0.43739 -3.08861 -0.15562 -4.48070 4.25262 -0.33893 1.14665 -0.56210 -0.17396 -3.59314 -4.45001 -0.89369 -0.39297 -2.12182 -0.22994 -4.37137 3.73840 -1.43984 2 1 
0.17703 -0.00443 -0.26159 -3.17129 0.11322 -5.41016 7 0.17703 -2.03444 -0.26195 -3.17184 0.10132 -5.41046 0.16965 0.02506 -0.06744 -0.73120 -3.53159 -5.89905 -0.07860 -0.81781 -0.43127 -3.39252 -0.25574 -6.58325 2 1 
-0.17592 3.71278 0.14723 0.96032 5.39581 -2.42076 8 -0.17592 1.50807 0.14762 1.39673 5.41138 -2.29531 -3.65336 -0.23944 0.25144 -5.43060 0.29738 -3.14814 -0.22158 2.10003 0.02093 0.40725 5.20325 -3.55480 2 1 
-0.04882 2.82956 0.15739 0.29170 3.11554 4.03063 9 -0.04882 -0.68102 0.15757 0.62436 3.11615 4.12647 -2.94292 -0.02294 0.15019 -2.77557 -0.50050 3.24443 0.00128 -0.05188 0.10882 -0.02958 3.04932 2.81009 2 1 
0.29052 0.95083 0.72994 -4.67999 7.15393 5.79254 10 0.29052 -2.08536 0.72906 -4.56823 7.09503 5.82489 -1.00059 0.13991 0.63375 -6.65100 -5.28933 5.29724 0.33850 -2.86783 0.62798 -4.83797 6.39587 4.79553 2 1 
0.13192 -1.83524 0.36996 -3.88484 5.84656 2.03330 11 0.13192 -2.56507 0.36986 -4.10037 5.81818 1.97053 1.52446 0.01662 0.43112 -5.49042 -4.29096 1.49436 -0.12643 -3.55865 0.27423 -3.66863 5.36285 1.24439 2 1 
0.77331 -1.48561 0.15964 -4.78996 5.88409 -5.13361 12 0.77332 -4.55255 0.15727 -4.96416 5.78796 -5.18386 1.64572 0.78410 0.11870 -5.70282 -4.79557 -5.87391 0.77446 -3.52485 0.05358 -4.47050 5.63354 -6.24166 2 1 
0.29616 0.00288 0.14087 -1.95692 3.36487 -6.77551 1 0.29616 -2.96559 0.13999 -1.95663 3.33740 -6.77551 0.15607 0.29339 -0.17081 -2.24487 -1.67126 -7.47559 0.30659 -2.17307 0.01932 -1.45731 2.60162 -7.70020 3 1 
0.03392 2.07542 0.62464 2.42454 2.14325 -4.20737 2 0.03392 1.17727 0.62461 2.63098 2.14935 -4.23900 -1.92855 0.01317 0.58272 -2.11914 2.26176 -4.75733 -0.03524 1.10140 0.65965 2.09724 2.60132 -4.81356 3 1 
0.26594 2.85652 0.01709 1.22264 1.04492 2.26966 3 0.26594 1.81636 0.01682 1.50692 1.01868 2.22676 -2.83856 0.24522 -0.01132 -0.76385 0.87150 1.26229 0.30294 1.11037 0.07886 0.75743 1.13800 1.07937 3 1 
-0.78433 0.29828 0.10529 -1.84328 1.17462 6.01685 4 -0.78433 -0.35428 0.10580 -1.81362 1.25427 6.01196 -0.25629 -0.56138 0.09456 -1.13251 -1.98921 5.26245 -0.70266 -0.91853 0.12071 -1.93930 2.76215 5.03296 3 1 
0.15836 -0.94622 -0.51619 -4.64306 2.07916 5.15993 5 0.15836 -0.51558 -0.51612 -4.73745 2.05566 5.17450 0.81879 0.08167 -0.59280 -1.77460 -4.66909 4.10395 0.04161 -3.48266 -0.52412 -4.57621 2.22168 3.92782 3 1 
-0.06085 -1.28614 -0.18136 -7.12032 3.59772 0.28259 6 -0.06085 -2.29395 -0.18130 -7.24852 3.60107 0.30164 1.28601 -0.04988 -0.21073 -3.09753 -7.14928 -0.86497 -0.08426 -4.21457 -0.15947 -6.99990 3.48022 -0.82718 3 1 
0.70852 -0.00330 -0.48125 -3.95008 4.61884 -4.22546 7 0.70853 -2.44739 -0.48298 -3.95044 4.54132 -4.22546 0.05269 0.72118 -0.62674 -4.09302 -4.15941 -4.94446 0.68179 -3.47764 -0.51517 -3.90169 4.42017 -5.38147 3 1 
-0.04115 2.71551 0.04760 -0.76872 3.44543 -1.78500 8 -0.04115 0.85198 0.04768 -0.49883 3.45032 -1.82582 -2.70379 -0.08323 -0.04909 -3.07159 -1.15295 -2.58616 -0.06452 -0.03805 0.11657 -1.21589 3.56659 -2.81772 3 1 
0.72645 2.46662 -1.13000 -2.13836 3.32947 5.14819 9 0.72646 3.54345 -1.12921 -1.89312 3.24005 5.11091 -2.61023 0.84793 -1.16761 -3.48816 -2.31641 4.16352 0.71452 6.23756 -1.10959 -2.44361 4.19006 4.19467 3 1 
0.24738 0.26266 -0.40533 -7.37480 5.00458 7.24792 10 0.24738 0.84397 -0.40518 -7.34867 4.97406 7.24426 -0.10866 0.33414 -0.42063 -4.53247 -7.36549 6.55090 0.13151 -0.38343 -0.33859 -7.45314 4.78577 6.26404 3 1 
0.61927 -1.40318 0.02922 -6.30333 6.30127 1.78682 11 0.61927 -1.75799 0.02900 -6.44294 6.23993 1.80770 1.67551 0.56968 0.03881 -6.14594 -6.15641 1.20704 0.64837 -3.95133 0.03695 -6.01608 6.11115 1.17882 3 1 
0.36511 -1.47509 0.20865 -7.05354 4.12109 -5.85296 12 0.36511 -3.18503 0.20803 -7.20016 4.08783 -5.83103 1.56939 0.45471 0.16989 -3.90991 -7.04986 -6.92141 0.44017 -3.92431 0.25659 -6.96078 4.08997 -6.98623 3 1 
0.82752 0.00334 0.02361 -4.58496 4.90784 -7.36389 1 0.82752 -1.49399 0.02237 -4.58458 4.82452 -7.36389 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.68850 -2.57233 0.03486 -4.46068 4.90875 -9.35364 4 1 
0.92077 1.48029 -0.93100 -1.46069 2.31995 -5.08536 2 0.92078 1.95971 -0.93055 -1.31350 2.26715 -5.02293 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.59707 1.21494 -0.92157 -1.63900 2.60742 -7.55423 4 1 
1.02450 1.93885 -1.22786 -1.72672 -1.05164 2.86739 3 1.02450 3.58296 -1.22618 -1.53346 -1.10199 2.94822 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.66425 2.17788 -1.13165 -1.78567 -0.73425 -0.69785 4 1 
0.79016 2.07971 -0.39122 -3.72742 3.18359 5.03967 4 0.79016 2.17695 -0.39114 -3.52051 3.10486 5.03906 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.63106 1.37176 -0.46872 -3.93112 2.97363 4.17297 4 1 
