label wheel station sector db edb dai edai dphizsl2 edphizsl2 x_100011 ex_100011 phiy_100011 ephiy_100011 phiz_100011 ephiz_100011 y_010001 ey_010001 phiz_010001 ephiz_010001 phiy_000011 ephiy_000011 phiz_000011 ephiz_000011 x_100111 ex_100111 phix_100111 ephix_100111 phiy_100111 ephiy_100111 phiz_100111 ephiz_100111 y_010011 ey_010011 phiy_010011 ephiy_010011 phiz_010011 ephiz_010011 y_010111 ey_010111 phix_010111 ephix_010111 phiy_010111 ephiy_010111 phiz_010111 ephiz_010111
MB+1_3_01 1 3 1    0.156234 0.00859767  0.296047 0.151424   0.213309 0.130399    -0.380819 0.0912275  1.4508 0.63102  0.514838 0.101777  1.18404 0.0662675  0.728147 0.0815183    0.940623 0.0867391  4.60056 0.200486    -0.380111 0.0912338  0.504247 0.772806  1.45868 0.631136  0.500406 0.104154    1.18386 0.0662674  0.753647 0.810634  0.430123 0.35594    1.15789 0.0674278  0.51501 0.247225  0.841602 0.811693  0.467064 0.356363
MB+1_3_02 1 3 2    -0.118161 0.00880397  0.219876 0.155448   -0.591427 0.162608    -0.0333365 0.0935013  -0.567958 0.64813  0.352745 0.103766  0.19771 0.101873  -0.238682 0.125196    1.6998 0.0873623  -2.71653 0.20379    -0.0278188 0.0935023  2.9129 0.786419  -0.50758 0.648266  0.279386 0.105629    0.198034 0.0683149  1.14859 0.828559  0.489404 0.361365    0.162855 0.068988  0.93469 0.256912  1.3226 0.829843  0.56198 0.361874
MB+1_3_03 1 3 3    -0.060174 0.0080154  -0.12667 0.143858   0.271308 0.124952    0.698045 0.0857135  -0.470099 0.599917  0.262032 0.0949924  1.30257 0.0637339  0.53334 0.0811749    -0.323627 0.0806435  -1.31886 0.187938    0.69793 0.0857232  -0.0888321 0.738383  -0.47028 0.599943  0.265563 0.0994533    1.30186 0.0637374  0.322621 0.792137  0.870028 0.346096    1.26065 0.0644421  1.01024 0.234539  0.135026 0.793219  0.79436 0.346491
MB+1_3_04 1 3 4    0.0456372 0.016598  -0.556983 0.263784   1.58403 0.28158    1.91278 0.132793  1.98467 1.08871  0.152381 0.196995  1.47429 0.160185  1.73642 0.201196    -0.945583 0.182139  1.3519 0.389251    1.91421 0.132805  1.6156 2.24043  1.96292 1.08914  0.252731 0.242016    1.4647 0.166147  -4.83776 1.60765  -1.40368 0.766182    1.38395 0.162939  1.76295 0.66138  -0.230432 2.35923  0.749455 1.11315
MB+1_3_05 1 3 5    -0.0504557 0.00786826  0.329015 0.141475   -0.617247 0.121503    3.03119 0.0852632  -1.78883 0.590014  0.203131 0.0934683  0.344632 0.0619049  -0.414116 0.0776311    0.186022 0.0792329  -1.12136 0.184187    3.03556 0.0852787  1.72862 0.720226  -1.7531 0.590182  0.131186 0.0981653    0.344202 0.0619036  -0.332738 0.755834  0.205364 0.330759    0.3226 0.0626954  0.491995 0.226889  -0.381753 0.756145  0.185026 0.33088
MB+1_3_06 1 3 6    -0.0567662 0.00749368  -0.10847 0.134505   -0.0799439 0.116043    4.0953 0.0814087  -0.343189 0.560853  0.195916 0.089299  0.336411 0.0594763  0.115972 0.0741052    -0.156418 0.075621  -1.29781 0.175806    4.09848 0.0814221  1.35728 0.681905  -0.317949 0.560983  0.145143 0.0928812    0.336457 0.0594774  -0.455347 0.723234  0.0681719 0.317069    0.295838 0.0602186  0.935275 0.217878  -0.435787 0.723091  0.0777961 0.317013
MB+1_3_07 1 3 7    -0.0209726 0.00784333  -0.225852 0.137503   0.883393 0.119822    3.91008 0.0842662  1.2721 0.572832  0.0458226 0.0926411  0.122525 0.0617493  0.929216 0.0759924    0.550077 0.0789618  -0.506304 0.184536    3.91119 0.0842899  0.38397 0.699618  1.28323 0.573179  0.0341023 0.0951021    0.122489 0.0617493  0.916289 0.742389  0.77863 0.323236    0.103208 0.0624134  0.482816 0.227753  0.982971 0.74303  0.806611 0.323494
MB+1_3_08 1 3 8    -0.0659741 0.00758522  -0.345959 0.136956   0.973109 0.116512    3.27768 0.0830162  0.438798 0.571228  -0.21366 0.0897729  1.12137 0.0601298  0.759449 0.0742683    -0.280042 0.0764458  -1.94958 0.178254    3.28115 0.0830322  1.35356 0.67984  0.464174 0.571355  -0.255341 0.0921787    1.12223 0.0601298  -1.00184 0.725589  0.148307 0.316634    1.10077 0.0607726  0.536644 0.22081  -0.976568 0.725633  0.160246 0.316659
MB+1_3_09 1 3 9    0.00874133 0.0076809  -0.268174 0.136222   0.903457 0.117796    2.31166 0.0820458  0.658513 0.567774  -0.112669 0.0907037  -0.674508 0.0602679  0.790788 0.075158    -0.582146 0.0774975  0.116866 0.180143    2.31393 0.0820586  1.01092 0.692341  0.680648 0.567963  -0.146471 0.0936137    -0.674647 0.0602678  0.00722173 0.737116  0.512833 0.323429    -0.707489 0.0610584  0.743531 0.222205  0.015316 0.737063  0.516416 0.323406
MB+1_3_10 1 3 10    -0.0873078 0.00780114  -0.578113 0.143841   0.954849 0.139115    1.91589 0.0839659  2.41456 0.600479  0.354927 0.0923894  -0.27878 0.101076  1.30978 0.104005    0.948579 0.0786844  -1.93352 0.182415    1.91641 0.0839687  0.438869 0.711005  2.41468 0.600476  0.34192 0.0947642    -0.278322 0.0617961  2.03157 0.757129  1.14622 0.33256    -0.288964 0.062625  0.236682 0.225864  2.07077 0.758044  1.1641 0.332994
MB+1_3_11 1 3 11    -0.0411588 0.00790925  -0.530903 0.139741   0.679457 0.121702    0.787399 0.084337  1.77861 0.582317  0.242765 0.0934059  -1.95383 0.0623647  0.922221 0.0780173    -0.0119485 0.0799906  -0.836975 0.185274    0.788014 0.0843654  0.182461 0.721629  1.78862 0.583545  0.235282 0.0979518    -1.95641 0.0623906  0.694441 0.768792  0.457625 0.338629    -1.99778 0.0633324  0.86673 0.22876  0.655021 0.768782  0.432253 0.33866
MB+1_3_12 1 3 12    -0.048524 0.00769429  -0.183358 0.137963   0.331684 0.118611    -0.114558 0.0826993  0.939662 0.575254  0.330759 0.0912444  -1.26994 0.060657  0.662444 0.0757832    0.713106 0.0776655  -0.946634 0.180837    -0.112613 0.08272  0.747184 0.696334  0.953705 0.575407  0.304207 0.0945317    -1.26849 0.0606567  -0.987355 0.739998  -0.156817 0.323604    -1.3121 0.0613926  1.02006 0.222962  -0.9289 0.74  -0.128398 0.323616
MB+2_3_01 2 3 1    0.000987594 0.0114904  0.067754 0.208928   -0.317583 0.186772    -0.879568 0.116763  0.967736 0.819893  0.32693 0.137683  -0.73907 0.110252  0.0093469 0.126203    1.23362 0.223784  0.35293 0.269352    -0.878527 0.116877  0.20892 1.02891  0.975625 0.820849  0.32114 0.140608    -0.740579 0.100413  3.34096 1.32844  2.00138 1.12211    -0.670488 0.101191  1.12707 0.205822  3.73603 1.32993  2.34273 1.12345
MB+2_3_02 2 3 2    0.022917 0.011869  0.371788 0.219337   -1.51456 0.194014    -1.92555 0.123452  -1.12544 0.862138  0.0127071 0.142732  0.537719 0.106215  -1.50186 0.131412    -0.0654466 0.233983  0.618361 0.279322    -1.92071 0.123485  1.72574 1.08068  -1.12093 0.862115  -0.0351098 0.145833    0.533468 0.10626  0.7469 1.38233  0.0800307 1.17519    0.544393 0.106335  0.545808 0.211546  0.843647 1.38271  0.173437 1.17564
MB+2_3_03 2 3 3    0.0360896 0.0105892  -0.0817386 0.193321   0.0370369 0.178211    -0.31924 0.108827  0.566739 0.759132  -0.161426 0.127419  1.10884 0.130731  -0.124389 0.124594    -0.600842 0.206407  0.787133 0.247441    -0.313251 0.108985  1.00535 0.974779  0.64978 0.763449  -0.201476 0.133191    1.11101 0.0959223  1.54018 1.26976  0.695605 1.07655    1.12185 0.096355  0.226806 0.191142  1.46632 1.27127  0.62851 1.07803
MB+2_3_04 2 3 4    0.0118503 0.0105456  -0.00224314 0.193998   0.474273 0.173642    1.60024 0.108666  0.368747 0.762736  0.417622 0.1266  1.6808 0.0943834  0.891894 0.118845    0.0898854 0.205633  0.728626 0.246113    1.60893 0.108827  1.39425 0.958348  0.471418 0.765969  0.368111 0.13109    1.67883 0.0943956  -1.15274 1.23888  -0.390413 1.05088    1.73594 0.0948643  1.10235 0.188227  -1.08532 1.23849  -0.344923 1.05053
MB+2_3_05 2 3 5    0.0429412 0.0105691  -0.230344 0.193229   1.19476 0.174525    2.61504 0.110299  1.02468 0.758821  0.467936 0.127193  1.42824 0.0953  1.66269 0.119502    -0.932574 0.206044  1.59553 0.246673    2.61185 0.110493  -0.464915 0.955791  1.00107 0.760382  0.488521 0.13404    1.42982 0.0953152  -0.113858 1.2392  0.702131 1.05214    1.50632 0.0957902  1.43575 0.18927  -0.64769 1.24044  0.269628 1.05304
MB+2_3_06 2 3 6    -0.0729776 0.0102563  -0.638102 0.18533   2.60428 0.16686    3.50384 0.105523  1.76198 0.727028  0.131148 0.123073  0.315653 0.0905402  2.73543 0.112674    0.700539 0.198383  -1.78417 0.239398    3.50357 0.105686  -0.0141749 0.909181  1.75982 0.729454  0.131719 0.1273    0.314902 0.0905383  -0.373418 1.18676  0.947874 0.999816    0.350539 0.0915442  0.484614 0.184575  -0.310249 1.18692  0.999568 0.999944
MB+2_3_07 2 3 7    -0.0127022 0.0101948  -0.155581 0.18634   0.352268 0.168093    4.11142 0.105796  0.0049169 0.732008  -0.0197233 0.122876  2.05066 0.0915659  0.332545 0.114703    -0.368645 0.198256  -0.354251 0.238727    4.11743 0.105959  0.939565 0.92653  0.0712051 0.734893  -0.0553217 0.127783    2.04994 0.0915735  -0.700529 1.2042  -0.259034 1.01636    2.06371 0.092197  0.236344 0.183857  -0.721108 1.20428  -0.278058 1.01645
MB+2_3_08 2 3 8    -0.0725089 0.0103389  0.0322 0.201312   -0.573071 0.17094    3.28465 0.108126  -1.58311 0.798692  0.0615207 0.124281  0.976765 0.133451  -0.511551 0.117365    0.200881 0.201952  -1.84444 0.241683    3.2889 0.10816  1.40185 0.955668  -1.53309 0.799378  0.0274989 0.126416    0.977009 0.0918811  -0.839448 1.21832  0.114992 1.03312    0.999051 0.0922752  0.468684 0.182604  -0.622957 1.22115  0.295399 1.03543
MB+2_3_09 2 3 9    -0.00406076 0.0100944  -0.303651 0.184384   1.53721 0.166453    2.49428 0.103847  1.09036 0.72399  0.193687 0.12111  1.34237 0.0911183  1.7309 0.114188    -0.109497 0.197095  0.0870122 0.235905    2.49176 0.103965  -0.486963 0.912537  1.05944 0.726478  0.208395 0.124306    1.34064 0.0911304  -0.231462 1.19003  0.617544 1.00883    1.37794 0.0915241  0.783646 0.181847  -0.0972589 1.19022  0.722517 1.00895
MB+2_3_10 2 3 10    0.0417934 0.0102181  0.336154 0.186583   -0.228543 0.167203    0.967023 0.10369  -0.878718 0.732508  -0.374121 0.121566  -0.185018 0.0911533  -0.602664 0.114799    -0.397056 0.200033  0.721979 0.238828    0.966031 0.103762  -0.235433 0.926251  -0.889478 0.733744  -0.366878 0.124855    -0.184893 0.0911552  -0.620397 1.203  -0.384362 1.02285    -0.146891 0.0914336  0.933848 0.182459  -0.384452 1.20357  -0.188845 1.0233
MB+2_3_11 2 3 11    -0.0535007 0.0102877  -0.261274 0.188649   1.38282 0.170829    0.28727 0.105469  1.60893 0.741348  -0.315092 0.124298  -0.302272 0.0925019  1.06773 0.117186    1.71148 0.200754  -1.72067 0.240001    0.288141 0.105567  0.172793 0.950822  1.61993 0.743749  -0.321745 0.129436    -0.307389 0.0925134  -1.76416 1.22066  -1.78261 1.03812    -0.282505 0.0927435  0.685262 0.184577  -1.74853 1.2205  -1.77785 1.03798
MB+2_3_12 2 3 12    0.0830461 0.0106119  -0.412949 0.198717   2.03128 0.177456    -0.0597213 0.108014  2.49769 0.783847  0.0497424 0.128008  -0.690271 0.0958223  2.08102 0.122901    -1.14381 0.20654  2.23308 0.247893    -0.0650369 0.10815  -0.968984 0.990735  2.45624 0.784989  0.0825693 0.132333    -0.68772 0.0958235  -0.484576 1.29039  -0.420621 1.08938    -0.644391 0.0963267  0.830841 0.191799  -0.346662 1.29052  -0.296743 1.08954
MB-2_4_01 -2 4 1    -0.0177007 0.00936333  -0.131368 0.115579   0 0    0.575263 0.104436  0.209897 0.405362  -0.10344 0.1344  0 0  0 0    0.0531269 0.179726  -0.646349 0.253798    0.57548 0.104588  0.0470615 0.882781  0.211314 0.406366  -0.109448 0.173733    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_02 -2 4 2    -0.111735 0.00930457  -0.107938 0.114177   0 0    -0.00705243 0.103691  0.193015 0.3998  0.165297 0.13345  0 0  0 0    2.2689 0.177903  -3.25697 0.251809    -0.0147939 0.10388  -1.04585 0.873785  0.151684 0.401241  0.300924 0.17497    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_03 -2 4 3    -0.0194906 0.0092213  0.358184 0.112726   0 0    -0.683587 0.102408  -0.730236 0.393706  0.17322 0.132984  0 0  0 0    1.237 0.176513  -0.423755 0.249172    -0.6868 0.102574  -0.498156 0.877653  -0.747113 0.394868  0.238124 0.175367    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_04 -2 4 4    -0.0478997 0.0119146  -0.281963 0.146955   0 0    -2.04912 0.122932  -0.377373 0.518322  -0.385621 0.174942  0 0  0 0    -0.488749 0.221559  -1.85372 0.320543    -2.05852 0.123256  -1.76278 1.37353  -0.452022 0.5207  0.00355386 0.350052    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_05 -2 4 5    0.0544443 0.0091912  -0.051677 0.115594   0 0    -1.38959 0.100419  0.315517 0.409092  -0.422645 0.131464  0 0  0 0    -1.14045 0.176225  1.24362 0.248685    -1.38533 0.10057  -0.685129 0.884936  0.342701 0.410632  -0.508606 0.172015    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_06 -2 4 6    0.022858 0.00902118  -0.294043 0.111611   0 0    -3.35755 0.0994886  1.74503 0.392078  -0.635437 0.129825  0 0  0 0    -0.0256175 0.172696  0.0652551 0.244168    -3.37014 0.0996505  1.88598 0.866389  1.66886 0.393612  -0.391351 0.171467    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_07 -2 4 7    0.0957872 0.0114254  -0.102345 0.138474   0 0    -4.32401 0.148456  0.130281 0.482664  -0.660419 0.166064  0 0  0 0    -2.48295 0.216285  2.27444 0.308171    -4.33505 0.149044  0.761568 0.912193  0.083461 0.485902  -0.568649 0.199132    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_08 -2 4 8    0.0355592 0.00920144  -0.27294 0.124788   0 0    -2.7143 0.102066  -0.255559 0.454733  -0.0685182 0.131052  0 0  0 0    -2.22467 0.177522  1.02019 0.249379    -2.71244 0.102238  -0.249203 0.913047  -0.242754 0.456911  -0.0957002 0.164968    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_09 -2 4 9    0.00432527 0.013905  -0.252197 0.745793   0 0    -1.30488 0.172966  1.48452 3.14569  -0.430528 0.191343  0 0  0 0    0.313343 0.277464  -0.298025 0.380583    -1.30388 0.172976  -1.22792 2.53466  1.51402 3.14621  -0.439489 0.192242    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_10 -2 4 10    0.0522292 0.0127265  -0.169243 0.203237   0 0    -0.190024 0.115735  1.33012 0.77731  0.0934886 0.174709  0 0  0 0    -0.576012 0.245418  1.68997 0.347569    -0.188973 0.115938  0.241225 1.84982  1.34274 0.782605  0.0493338 0.382646    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_11 -2 4 11    -0.0157207 0.0141497  -1.88874 0.76596   0 0    1.98171 0.175758  6.46052 3.23138  0.597814 0.19511  0 0  0 0    -1.22087 0.281656  0.116548 0.386745    1.98247 0.17576  1.6814 2.57199  6.4682 3.23141  0.590809 0.195323    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_12 -2 4 12    -0.022058 0.00952572  -0.0831768 0.127338   0 0    1.56091 0.10535  -0.194788 0.461277  -0.230595 0.135463  0 0  0 0    -0.0477411 0.184481  -0.906135 0.258373    1.57016 0.105461  1.77706 0.934814  -0.128906 0.462576  -0.424016 0.169425    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_13 -2 4 13    -0.041945 0.0106605  0.0044453 0.137267   0 0    -0.189491 0.101823  0.620388 0.492571  -1.18692 0.154737  0 0  0 0    1.59173 0.199926  -2.47149 0.287481    -0.198747 0.101931  2.65483 1.37116  0.51829 0.495364  -0.620323 0.331029    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_14 -2 4 14    -0.00666674 0.0128428  -0.465726 0.209087   0 0    2.29073 0.117119  1.73294 0.803948  -0.739873 0.178189  0 0  0 0    -0.0978895 0.246362  -0.943322 0.349074    2.29136 0.117272  -0.218785 1.90758  1.74235 0.809626  -0.780574 0.396371    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_01 -1 4 1    -0.000310057 0.00817101  0.0039504 0.0874521   0 0    0.104979 0.0904157  0.306078 0.350802  -0.531431 0.112056  0 0  0 0    0.326427 0.0820093  -0.540919 0.22352    0.107248 0.0904446  0.710175 0.729335  0.32541 0.351357  -0.617603 0.142816    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_02 -1 4 2    0.171804 0.00826051  -0.17146 0.0883983   0 0    -0.188253 0.0898523  0.116662 0.354645  -0.147776 0.113033  0 0  0 0    -2.56797 0.083005  5.09735 0.225442    -0.187524 0.0898839  0.225597 0.741923  0.119708 0.354786  -0.174566 0.143326    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_03 -1 4 3    0.00321765 0.0121953  0.114683 0.103222   0 0    -0.923607 0.10789  0.148869 0.391392  -0.44435 0.174711  0 0  0 0    0.597452 0.131949  -0.345786 0.3302    -0.926449 0.108237  0.375853 1.09719  0.145028 0.390367  -0.500217 0.238885    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_04 -1 4 4    -0.01959 0.0094939  0.247087 0.109878   0 0    -2.49573 0.0903731  -0.00455724 0.444872  -0.615889 0.13056  0 0  0 0    1.27105 0.0943599  -1.21759 0.260739    -2.49621 0.0907812  -0.124944 1.12485  -0.00550473 0.443976  -0.589284 0.273686    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_05 -1 4 5    -0.035057 0.007851  -0.151242 0.0870728   0 0    -3.22187 0.084773  0.193162 0.350821  -0.421912 0.106815  0 0  0 0    -0.050709 0.0787307  -1.49617 0.215567    -3.22308 0.0845657  0.571873 0.73473  0.190886 0.349792  -0.354183 0.137812    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_06 -1 4 6    -0.0519276 0.00776514  -0.291687 0.0869638   0 0    -4.26362 0.0851492  1.84748 0.350651  -0.341644 0.106148  0 0  0 0    1.20009 0.0781146  -1.93514 0.21334    -4.26167 0.0850565  -0.981057 0.722536  1.844 0.350667  -0.456041 0.135529    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_07 -1 4 7    0.0337878 0.00792982  0.160594 0.0886367   0 0    -5.3177 0.0866299  -1.67527 0.357396  0.0260492 0.108164  0 0  0 0    -1.37762 0.0795971  1.06269 0.217929    -5.31847 0.0866387  0.465965 0.735659  -1.67396 0.357402  0.0796313 0.138001    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_08 -1 4 8    0.0209919 0.00791143  0.231116 0.099695   0 0    -3.22344 0.0872799  0.202799 0.406812  -0.307732 0.108171  0 0  0 0    0.946756 0.0795619  0.335845 0.217095    -3.22448 0.0870931  0.829951 0.783  0.213249 0.406192  -0.223702 0.134146    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_09 -1 4 9    -0.0474812 0.011406  -0.796439 0.640467   0 0    -2.39056 0.148245  3.06673 2.71975  -0.494078 0.157402  0 0  0 0    0.218049 0.117814  -1.95028 0.312397    -2.38953 0.14829  -1.89197 2.11115  3.10624 2.71976  -0.511364 0.158569    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_10 -1 4 10    0.0539164 0.0119661  -0.515808 0.168384   0 0    -1.50945 0.107081  2.40306 0.692955  -0.572117 0.161079  0 0  0 0    -0.406314 0.120949  1.0769 0.328625    -1.50966 0.107081  1.10391 1.59361  2.41839 0.693294  -0.765522 0.322327    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_11 -1 4 11    -0.00239642 0.011614  -1.26773 0.658285   0 0    0.199454 0.150178  5.19764 2.79554  -0.242488 0.159754  0 0  0 0    -0.169707 0.11963  -0.316049 0.318713    0.199404 0.150177  -1.10085 2.15572  5.17948 2.79575  -0.240996 0.159786    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_12 -1 4 12    -0.159683 0.00858727  -0.326837 0.0995023   0 0    0.636051 0.0920412  0.309622 0.402739  -0.229552 0.116783  0 0  0 0    0.73658 0.0867483  -5.12114 0.23571    0.631934 0.0922137  -0.925562 0.832974  0.296476 0.402939  -0.123634 0.150744    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_13 -1 4 13    -0.0269143 0.00950612  0.363579 0.107802   0 0    -1.6208 0.0875113  1.41877 0.43559  -0.262906 0.128382  0 0  0 0    3.27354 0.0942927  -1.08846 0.261801    -1.61701 0.0878365  -1.22255 1.14819  1.41885 0.435446  -0.514889 0.269217    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_14 -1 4 14    -0.193968 0.0112857  -0.316751 0.176164   0 0    -0.486244 0.101872  -0.21395 0.729835  -0.864588 0.150959  0 0  0 0    0.639187 0.113547  -6.78886 0.309878    -0.486437 0.101899  0.119951 1.63306  -0.211986 0.730283  -0.843294 0.328923    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_01 0 4 1    0.0152286 0.00787672  0.419326 0.078127   0 0    0.619362 0.0899157  -0.640742 0.3319  0.0103723 0.105373  0 0  0 0    1.14444 0.0192006  0.479144 0.21837    0.621555 0.0899712  -0.536293 0.707466  -0.642119 0.332005  0.0868983 0.14633    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_02 0 4 2    -0.0458796 0.00885573  -0.478442 0.08799   0 0    0.498635 0.101103  1.2959 0.373798  0.126399 0.118163  0 0  0 0    -0.740067 0.0216727  -1.29162 0.246886    0.527946 0.101411  -2.83682 0.778285  1.39461 0.374739  -0.270692 0.160714    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_03 0 4 3    -0.0185371 0.00805867  -0.0260329 0.0873588   0 0    1.64802 0.086656  0.0974464 0.371211  0.521864 0.107529  0 0  0 0    -0.0127443 0.019811  -0.0469878 0.222697    1.65022 0.0866474  -2.96969 0.728864  0.270909 0.373583  0.211047 0.13183    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_04 0 4 4    -0.119501 0.00982744  -0.85992 0.187448   0 0    -3.26913 0.0845559  3.61154 0.797289  -0.0553817 0.128439  0 0  0 0    -0.0514967 0.0240108  -3.71518 0.272189    -3.27017 0.0844393  1.8167 1.39851  3.62279 0.797376  -0.377859 0.279493    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_05 0 4 5    -0.0339816 0.00733527  -0.109232 0.0754984   0 0    -4.06195 0.0805295  1.47591 0.320774  -0.134837 0.0978522  0 0  0 0    1.00995 0.0178505  -1.17576 0.202268    -4.06192 0.0805296  -0.216733 0.660225  1.47649 0.320778  -0.162118 0.128232    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_06 0 4 6    0.0289009 0.00725314  -0.242493 0.0762851   0 0    5.75413 0.0802511  -0.0935096 0.324135  -0.0592648 0.0966284  0 0  0 0    -1.12492 0.0177002  0.827072 0.200356    5.75434 0.0799822  0.250304 0.643826  -0.0911293 0.322852  -0.0900014 0.123712    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_07 0 4 7    -0.0869111 0.00728399  -0.267713 0.0779283   0 0    6.09279 0.0808604  1.40398 0.331134  0.169852 0.0971629  0 0  0 0    0.263866 0.017761  -2.49702 0.201285    6.09299 0.0807905  0.527571 0.311225  1.40138 0.328424  0.104993 0.0548024    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_08 0 4 8    0.122601 0.00739754  0.23946 0.08639   0 0    -3.68876 0.0818157  1.14857 0.36717  -0.305148 0.0972816  0 0  0 0    2.17166 0.018125  3.45807 0.205171    -3.68814 0.0818212  -0.429574 0.675646  1.15481 0.3673  -0.352216 0.122251    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_09 0 4 9    0.0264973 0.0133267  -2.48743 0.930535   0 0    -2.90317 0.264159  10.713 3.95959  0.162579 0.18127  0 0  0 0    0.128586 0.03319  0.976984 0.367308    -2.92012 0.264167  6.05352 1.98099  10.5526 3.95918  0.161148 0.181236    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_10 0 4 10    0.00186321 0.0110061  1.22429 0.160471   0 0    3.81138 0.10203  -5.54004 0.682322  -0.349788 0.142376  0 0  0 0    -0.330213 0.0269551  -0.292509 0.30694    3.81541 0.102297  2.01143 1.49472  -5.50124 0.683224  0.0248623 0.312753    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_11 0 4 11    -0.0271353 0.010949  -0.197365 0.634906   0 0    0.529656 0.144175  -0.187151 2.70159  -0.297267 0.150023  0 0  0 0    -1.0286 0.0273597  -1.1318 0.301465    0.530085 0.144168  -3.18677 2.03464  -0.0265669 2.70333  -0.303859 0.150079    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_12 0 4 12    0.0629237 0.00767619  -0.41021 0.0899538   0 0    0.677095 0.0852424  0.176096 0.382317  0.0225476 0.101861  0 0  0 0    -1.56682 0.0188715  1.95311 0.212345    0.67674 0.0853222  -0.296737 0.709635  0.169335 0.382481  0.0535972 0.126028    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_13 0 4 13    -0.0705375 0.00897262  -0.373416 0.097671   0 0    -3.9898 0.0844328  1.7017 0.415071  -0.213953 0.119868  0 0  0 0    0.110798 0.0213679  -2.37553 0.247457    -3.98916 0.0840673  0.591207 1.06267  1.69823 0.413686  -0.0895445 0.253686    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_14 0 4 14    0.272734 0.0120295  -0.609323 0.176073   0 0    2.11309 0.108936  4.14422 0.748663  -1.32367 0.155008  0 0  0 0    1.57118 0.02959  7.086 0.336984    2.11916 0.10922  -1.21361 1.6977  4.13255 0.742304  -1.09658 0.353433    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_01 1 4 1    0.0292256 0.00824966  -0.135666 0.0869669   0 0    -0.71509 0.0926351  0.542817 0.348396  0.528871 0.113956  0 0  0 0    -0.366582 0.0823774  1.4239 0.225483    -0.714375 0.0926371  -0.771748 0.751899  0.559034 0.348752  0.423923 0.153108    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_02 1 4 2    -0.0736452 0.00898302  -0.583944 0.0933442   0 0    -0.258925 0.0968534  1.02889 0.373595  0.656644 0.122996  0 0  0 0    -0.625832 0.0891522  -1.58173 0.243757    -0.260989 0.0968692  0.844254 0.818589  1.02043 0.373676  0.767163 0.163108    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_03 1 4 3    -0.0629001 0.00869517  0.00902783 0.0949302   0 0    0.920748 0.0934565  -0.152943 0.382042  0.928786 0.118972  0 0  0 0    0.597984 0.0867461  -0.99216 0.237405    0.915453 0.0935078  1.32047 0.787262  -0.159891 0.382056  1.06562 0.144253    0 0  0 0  0 0    0 0  0 0  0 0  0 0
